Object ID,ZCTA5,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Hispanic or Latino Householder",Total Households,Households with any self-employment income in past 12 months,Households with no self-employment income in past 12 months,Percent of households with any self-employment income,Shape Area,Shape Length
48272,10456,36005017500,151593,0,Census Tract 175,New York,Bronx County,25844.0,,36364.0,25259.0,14970.0,34268.0,53469.0,,,17137.0,,,16790.0,2743.0,337.0,2406.0,12.3,265047.03515625,2307.52987670339
48273,10456,36005017701,106630,0,Census Tract 177.01,New York,Bronx County,31225.0,,20766.0,64435.0,47045.0,42125.0,,,,24506.0,,,28145.0,1208.0,146.0,1062.0,12.1,186445.9765625,2115.1931103610896
48274,10456,36005017702,140906,0,Census Tract 177.02,New York,Bronx County,33426.0,,39034.0,38043.0,18672.0,46579.0,,,,31979.0,,147778.0,31563.0,1718.0,252.0,1466.0,14.7,246402.640625,2777.46021922312
48275,10456,36005017901,76723,0,Census Tract 179.01,New York,Bronx County,37127.0,,42134.0,22581.0,31827.0,41204.0,9132.0,51250.0,,22782.0,,,36395.0,1673.0,110.0,1563.0,6.6,134159.75390625,1478.31743852336
48276,10456,36005017902,77544,0,Census Tract 179.02,New York,Bronx County,23276.0,,18173.0,38600.0,,30455.0,,,,18476.0,,,23664.0,1160.0,147.0,1013.0,12.7,135603.44921875,1493.7320809453602
48277,10456,36005018101,77226,0,Census Tract 181.01,New York,Bronx County,23750.0,16678.0,20136.0,47847.0,21250.0,53490.0,,,,16544.0,,,20600.0,1045.0,105.0,940.0,10.0,135026.37890625,1690.5805010178399
48278,10456,36005018102,96381,0,Census Tract 181.02,New York,Bronx County,33273.0,82143.0,32693.0,35152.0,33676.0,29495.0,,,,33405.0,,153676.0,33781.0,1639.0,144.0,1495.0,8.8,168522.65625,1753.08372753917
48279,10451,36005018301,67872,0,Census Tract 183.01,New York,Bronx County,31638.0,68125.0,45833.0,62654.0,15505.0,38705.0,,14167.0,,22174.0,,74688.0,30388.0,1995.0,166.0,1829.0,8.3,118663.70703125,1646.1911532015301
48280,10451,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,37139.0,,40430.0,40478.0,31458.0,44333.0,,,,35793.0,27500.0,,36444.0,1279.0,113.0,1166.0,8.8,196308.55078125,1866.3289901111102
48281,10461,36005018400,447411,0,Census Tract 184,New York,Bronx County,66389.0,,103472.0,76419.0,50896.0,,,,,103299.0,,64219.0,70341.0,1554.0,54.0,1500.0,3.5,782422.40625,3668.43017552993
48282,10456,36005018500,412150,0,Census Tract 185,New York,Bronx County,27324.0,22500.0,39974.0,25355.0,12123.0,26398.0,,,,33844.0,,,31591.0,2871.0,355.0,2516.0,12.4,720522.078125,4160.4666817528605
48283,10452,36005018900,355570,0,Census Tract 189,New York,Bronx County,29118.0,,36897.0,21729.0,10739.0,27256.0,,,,28793.0,,,32250.0,2898.0,94.0,2804.0,3.2,612472.41796875,3182.74605972401
48284,10452,36005019300,241287,0,Census Tract 193,New York,Bronx County,22750.0,,17038.0,42837.0,22778.0,25966.0,,,,22289.0,52694.0,,21910.0,2159.0,51.0,2108.0,2.4,421939.19140625,3658.52204334498
48285,10461,36005019400,840070,393,Census Tract 194,New York,Bronx County,52250.0,,44438.0,60602.0,29583.0,81176.0,,,,46167.0,108750.0,,45167.0,733.0,85.0,648.0,11.6,1469595.51953125,5724.11846687223
48286,10452,36005019500,219844,0,Census Tract 195,New York,Bronx County,27281.0,,27289.0,27910.0,23221.0,28471.0,,,,26593.0,,36458.0,26850.0,2686.0,334.0,2352.0,12.4,384375.4375,2803.09596526002
48287,10452,36005019700,148088,0,Census Tract 197,New York,Bronx County,31225.0,56985.0,42167.0,32896.0,12778.0,37333.0,,,,,,,25125.0,2250.0,166.0,2084.0,7.4,258956.16796875,2144.06655405159
48288,10452,36005019900,177088,0,Census Tract 199,New York,Bronx County,34247.0,,45483.0,28191.0,26034.0,44570.0,,,,22311.0,49107.0,45313.0,27917.0,2874.0,124.0,2750.0,4.3,309677.8984375,2337.60406376735
48289,10461,36005020000,341895,0,Census Tract 200,New York,Bronx County,41313.0,48167.0,36779.0,53309.0,,,,31579.0,,42153.0,91060.0,,45156.0,1428.0,84.0,1344.0,5.9,597988.75390625,4438.33985940632
48290,10452,36005020100,282706,0,Census Tract 201,New York,Bronx County,32188.0,,34604.0,37689.0,26711.0,40125.0,,,,26657.0,,14000.0,31678.0,1296.0,96.0,1200.0,7.4,494448.79296875,2990.9633933433897
48291,10461,36005020200,124809,0,Census Tract 202,New York,Bronx County,38750.0,,54856.0,39063.0,12978.0,,,67159.0,,33438.0,,33750.0,38221.0,824.0,87.0,737.0,10.6,218268.11328125,1913.4857903382199
48292,10461,36005020400,134282,0,Census Tract 204,New York,Bronx County,50275.0,,41531.0,53008.0,26154.0,50446.0,,55714.0,,36026.0,,83750.0,37481.0,1043.0,154.0,889.0,14.8,234852.02734375,1913.28586091935
48293,10453,36005020501,268164,0,Census Tract 205.01,New York,Bronx County,19615.0,,27750.0,22722.0,12217.0,20329.0,,,,19948.0,51012.0,,18613.0,2822.0,68.0,2754.0,2.4,469085.45703125,3025.0025967718398
48294,10453,36005020502,101460,0,Census Tract 205.02,New York,Bronx County,16507.0,,35643.0,21354.0,11109.0,17788.0,,,,15781.0,,,16298.0,910.0,43.0,867.0,4.7,177505.12109375,1773.6159791161301
48295,10462,36005020601,151551,0,Census Tract 206.01,New York,Bronx County,52163.0,,62614.0,76250.0,14743.0,53688.0,,,,,,,54063.0,827.0,30.0,797.0,3.6,265019.05859375,2324.8228675321698
48296,10452,36005020900,132467,0,Census Tract 209,New York,Bronx County,30625.0,,47734.0,26474.0,16738.0,35139.0,,,,30804.0,48750.0,,30461.0,1709.0,88.0,1621.0,5.1,231692.0390625,2092.62644909925
48297,10462,36005021001,192403,0,Census Tract 210.01,New York,Bronx County,54347.0,,71081.0,54946.0,33772.0,63193.0,,,,42917.0,55699.0,71111.0,50694.0,3943.0,272.0,3671.0,6.9,336499.8046875,2872.55407342158
48298,10462,36005021002,172052,0,Census Tract 210.02,New York,Bronx County,56085.0,38231.0,55014.0,63808.0,34767.0,62319.0,,42292.0,,47813.0,34107.0,,51210.0,3182.0,169.0,3013.0,5.3,300889.16796875,2462.4346264767
48299,10452,36005021100,153028,0,Census Tract 211,New York,Bronx County,28041.0,,28382.0,35045.0,21313.0,29590.0,,,,26012.0,,,27771.0,1856.0,89.0,1767.0,4.8,267634.5703125,2510.8487334163
48300,10462,36005021200,101018,0,Census Tract 212,New York,Bronx County,56080.0,,64068.0,53750.0,55441.0,62739.0,,40865.0,,54063.0,92847.0,,53281.0,2147.0,244.0,1903.0,11.4,176651.859375,1717.65144381656
48301,10452,36005021301,65397,0,Census Tract 213.01,New York,Bronx County,24970.0,,24268.0,52857.0,21484.0,46154.0,,,,20078.0,,,22957.0,449.0,9.0,440.0,2.0,114396.04296875,1580.14933586431
48302,10452,36005021302,165924,0,Census Tract 213.02,New York,Bronx County,30220.0,,42892.0,34300.0,11066.0,37716.0,,,,28155.0,,,23245.0,2017.0,65.0,1952.0,3.2,290211.9453125,2174.3813503012398
48303,10453,36005021501,91954,0,Census Tract 215.01,New York,Bronx County,27630.0,102045.0,29081.0,37031.0,11596.0,36250.0,,,,23950.0,,,26591.0,1389.0,106.0,1283.0,7.6,160862.875,2021.7016460194898
48304,10453,36005021502,155720,0,Census Tract 215.02,New York,Bronx County,22926.0,40091.0,27125.0,21000.0,14438.0,21583.0,,,,23885.0,,,25279.0,2153.0,168.0,1985.0,7.8,272404.6796875,2391.4857572958
48305,10460,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,29990.0,,30175.0,33700.0,21884.0,28632.0,,23250.0,,39531.0,,,31768.0,1655.0,224.0,1431.0,13.5,286860.56640625,2987.66113051467
48306,10462,36005021602,165504,0,Census Tract 216.02,New York,Bronx County,49750.0,,63056.0,53803.0,40625.0,63488.0,,34844.0,,30595.0,38450.0,,55931.0,2429.0,371.0,2058.0,15.3,289427.5625,2855.95993511888
48307,10452,36005021700,161513,0,Census Tract 217,New York,Bronx County,25304.0,,32895.0,23681.0,22431.0,32973.0,,,,20625.0,,11250.0,24125.0,1679.0,140.0,1539.0,8.3,282538.98046875,3055.0440670882203
48308,10460,36005021800,320629,0,Census Tract 218,New York,Bronx County,39596.0,,52701.0,37195.0,66667.0,41840.0,,,,32227.0,,,36341.0,2320.0,233.0,2087.0,10.0,560700.93359375,3744.27088127818
48309,10452,36005021900,142939,0,Census Tract 219,New York,Bronx County,21686.0,34583.0,42054.0,16875.0,15893.0,,,,,22151.0,,,21599.0,398.0,41.0,357.0,10.3,249979.61328125,2700.0869089314497
48310,10460,36005022000,229296,0,Census Tract 220,New York,Bronx County,32222.0,,45670.0,33333.0,15577.0,43929.0,,,,22382.0,,31389.0,27500.0,676.0,18.0,658.0,2.7,401051.86328125,4305.2159456444
48311,10452,36005022101,68119,0,Census Tract 221.01,New York,Bronx County,28192.0,,30183.0,27674.0,,30357.0,,,,23500.0,29861.0,,25291.0,1261.0,26.0,1235.0,2.1,119126.08203125,1560.41764331346
48312,10452,36005022102,78293,0,Census Tract 221.02,New York,Bronx County,23973.0,,24286.0,28190.0,21506.0,23750.0,,,,24269.0,30417.0,,24476.0,1689.0,115.0,1574.0,6.8,136915.796875,1573.48588193185
48313,10462,36005022200,221189,0,Census Tract 222,New York,Bronx County,41228.0,,45305.0,44583.0,19650.0,25461.0,,51917.0,,45396.0,,34219.0,46707.0,1140.0,93.0,1047.0,8.2,386784.7109375,3910.2633038914705
48314,10452,36005022300,92765,0,Census Tract 223,New York,Bronx County,26537.0,,31385.0,29342.0,16535.0,31167.0,,,,25363.0,,,23648.0,1845.0,98.0,1747.0,5.3,162238.88671875,1624.2044038620902
48315,10462,36005022401,85053,0,Census Tract 224.01,New York,Bronx County,51397.0,,59375.0,35820.0,44946.0,56528.0,,2499.0,,50278.0,63173.0,,46313.0,1134.0,65.0,1069.0,5.7,148815.51171875,2033.4799993621302
48316,10462,36005022403,124862,0,Census Tract 224.03,New York,Bronx County,39632.0,,67835.0,38500.0,29938.0,59492.0,,,,31579.0,140375.0,26125.0,32594.0,1341.0,75.0,1266.0,5.6,218479.765625,2281.91034840173
48317,10462,36005022404,92720,0,Census Tract 224.04,New York,Bronx County,51918.0,50547.0,57292.0,56359.0,28375.0,54013.0,56154.0,59491.0,,51964.0,65703.0,40139.0,57799.0,1833.0,143.0,1690.0,7.8,162221.69140625,1620.9013194839401
48318,10456,36005022500,180022,0,Census Tract 225,New York,Bronx County,35137.0,32656.0,46700.0,30611.0,21797.0,35962.0,,,,41591.0,60977.0,21339.0,41098.0,2328.0,305.0,2023.0,13.1,314841.95703125,2403.07360080494
48319,10453,36005022701,114009,0,Census Tract 227.01,New York,Bronx County,31214.0,31250.0,29609.0,35962.0,14864.0,35032.0,,73636.0,,25758.0,,,24638.0,1856.0,45.0,1811.0,2.4,199432.1171875,1994.3029192960603
48320,10452,36005022702,50556,0,Census Tract 227.02,New York,Bronx County,30337.0,,44191.0,22895.0,,42333.0,,,,30938.0,,,23092.0,577.0,68.0,509.0,11.8,88430.1796875,1503.1920285728602
48321,10457,36005022703,38660,0,Census Tract 227.03,New York,Bronx County,46635.0,,43750.0,84141.0,51042.0,39000.0,,77313.0,,44773.0,,,42727.0,587.0,25.0,562.0,4.3,67620.32421875,1035.79535970384
48322,10462,36005022800,172197,0,Census Tract 228,New York,Bronx County,53735.0,,53285.0,63097.0,,80577.0,,57708.0,,38591.0,,63429.0,43512.0,2332.0,188.0,2144.0,8.1,301274.23828125,2628.60600456876
48323,10457,36005022901,121893,0,Census Tract 229.01,New York,Bronx County,28889.0,,34226.0,26761.0,,35927.0,,,,26196.0,,,29340.0,1970.0,186.0,1784.0,9.4,213220.37109375,1995.75302498394
48324,10457,36005022902,91601,0,Census Tract 229.02,New York,Bronx County,35563.0,43984.0,40625.0,35063.0,,24730.0,,,,37754.0,73088.0,,28438.0,1105.0,86.0,1019.0,7.8,160217.5546875,1669.11507561661
48325,10462,36005023000,159383,0,Census Tract 230,New York,Bronx County,41600.0,,47386.0,24696.0,41417.0,,,145375.0,,46061.0,,34412.0,46174.0,948.0,112.0,836.0,11.8,278824.90625,2618.1642772166397
48326,10457,36005023100,117143,0,Census Tract 231,New York,Bronx County,28365.0,,40833.0,,13523.0,32228.0,,,,17250.0,,,19821.0,455.0,9.0,446.0,2.0,204907.9296875,1890.98660486435
48327,10462,36005023200,142706,0,Census Tract 232,New York,Bronx County,54539.0,,47917.0,77596.0,55000.0,77727.0,,,,46250.0,,75455.0,45972.0,809.0,48.0,761.0,5.9,249631.1484375,2141.8127439261802
48328,10453,36005023301,119112,0,Census Tract 233.01,New York,Bronx County,27582.0,,22013.0,40559.0,12500.0,31223.0,,,,22053.0,,,22184.0,1545.0,170.0,1375.0,11.0,208372.80078125,1817.17320693238
48329,10457,36005023302,62577,0,Census Tract 233.02,New York,Bronx County,34477.0,,34570.0,47760.0,14219.0,40729.0,,,,19541.0,,,27227.0,988.0,38.0,950.0,3.8,109469.75,1445.03240385289
48330,10453,36005023501,68200,0,Census Tract 235.01,New York,Bronx County,22315.0,,,32885.0,16703.0,,,,,17217.0,,,19943.0,1118.0,110.0,1008.0,9.8,119316.22265625,1989.52475904483
48331,10457,36005023502,96240,0,Census Tract 235.02,New York,Bronx County,23191.0,,32500.0,36477.0,14028.0,,,5859.0,,23929.0,8750.0,,22813.0,1669.0,182.0,1487.0,10.9,168369.23828125,2579.6106078747503
48332,10460,36005023600,92075,0,Census Tract 236,New York,Bronx County,30625.0,,41750.0,44167.0,12050.0,,,,,42679.0,,27708.0,31118.0,606.0,33.0,573.0,5.4,161052.203125,2072.9362530888898
48333,10458,36005023702,47892,0,Census Tract 237.02,New York,Bronx County,37083.0,,52656.0,33533.0,28000.0,40938.0,,,,34620.0,,,34457.0,331.0,14.0,317.0,4.2,83811.703125,1374.7019530384
48334,10468,36005023703,100593,0,Census Tract 237.03,New York,Bronx County,32930.0,,34871.0,35089.0,17440.0,27955.0,,,,34238.0,,30469.0,33945.0,1594.0,294.0,1300.0,18.4,176032.1484375,1998.25782535618
48335,10453,36005023704,67466,0,Census Tract 237.04,New York,Bronx County,21095.0,,20353.0,21282.0,26681.0,21902.0,,,,21520.0,,,21098.0,1325.0,98.0,1227.0,7.4,118046.83203125,1460.6845300057598
48336,10462,36005023800,339546,0,Census Tract 238,New York,Bronx County,50353.0,,55509.0,47019.0,35972.0,56125.0,,55893.0,,41750.0,,44750.0,46154.0,803.0,20.0,783.0,2.5,593899.09375,3573.59730069056
48337,10453,36005023900,178487,0,Census Tract 239,New York,Bronx County,23734.0,,23137.0,31829.0,15455.0,,,,,21832.0,,,23390.0,2510.0,145.0,2365.0,5.8,312337.3671875,2946.55463136536
48338,10460,36005024000,239776,0,Census Tract 240,New York,Bronx County,34918.0,,32097.0,54063.0,62730.0,35054.0,,,,34399.0,,,34981.0,1284.0,253.0,1031.0,19.7,419369.15625,2895.9021476052803
48339,10453,36005024100,134661,0,Census Tract 241,New York,Bronx County,37672.0,72798.0,35417.0,39118.0,21458.0,39559.0,,,,32664.0,,41250.0,34013.0,1958.0,196.0,1762.0,10.0,235601.53515625,2152.48030100332
48340,10453,36005024300,150432,0,Census Tract 243,New York,Bronx County,23873.0,,28622.0,23542.0,11823.0,28750.0,,,,22888.0,,,22557.0,2004.0,201.0,1803.0,10.0,263187.703125,2503.57705407021
48341,10462,36005024400,175718,0,Census Tract 244,New York,Bronx County,54705.0,,54861.0,70104.0,39688.0,61010.0,,,,54516.0,250001.0,45417.0,61827.0,805.0,57.0,748.0,7.1,307371.10546875,2613.4566970078895
48342,10453,36005024501,113064,0,Census Tract 245.01,New York,Bronx County,20192.0,58148.0,13807.0,27422.0,16611.0,27000.0,,,,19679.0,,,18590.0,1476.0,78.0,1398.0,5.3,197815.40234375,1946.09432293855
48343,10453,36005024502,100154,0,Census Tract 245.02,New York,Bronx County,26406.0,,35278.0,21934.0,,33229.0,,,,21007.0,,,24836.0,1202.0,86.0,1116.0,7.2,175238.234375,1691.2612275170002
48344,10462,36005024600,152436,0,Census Tract 246,New York,Bronx County,62529.0,91161.0,60750.0,77250.0,48182.0,97250.0,,130000.0,,46848.0,,59659.0,53203.0,725.0,30.0,695.0,4.1,266686.13671875,3029.52192680403
48345,10453,36005024700,145941,2672,Census Tract 247,New York,Bronx County,44973.0,,45313.0,44756.0,52639.0,44970.0,,,,42400.0,,,46688.0,769.0,11.0,758.0,1.4,246891.42578125,2881.7529929255998
48346,10461,36005024800,277912,0,Census Tract 248,New York,Bronx County,58553.0,,55465.0,94271.0,68199.0,,,54783.0,,48934.0,,64375.0,52679.0,1100.0,114.0,986.0,10.4,486259.359375,3018.52154335013
48347,10453,36005024900,173728,0,Census Tract 249,New York,Bronx County,,,,,,,,,,,,,,0.0,0.0,0.0,,303991.94921875,2656.35743493967
48348,10461,36005025000,181709,0,Census Tract 250,New York,Bronx County,77000.0,,48615.0,109358.0,55568.0,,,146000.0,,44712.0,,82792.0,47865.0,980.0,27.0,953.0,2.8,317903.75,2813.4727736122304
48349,10453,36005025100,209329,0,Census Tract 251,New York,Bronx County,28209.0,,31736.0,27721.0,16639.0,26681.0,,34114.0,,24343.0,,,27019.0,2156.0,174.0,1982.0,8.1,366273.5859375,2539.31883045841
48350,10461,36005025200,190715,0,Census Tract 252,New York,Bronx County,74712.0,51518.0,85144.0,102500.0,58875.0,,,144231.0,,72222.0,93929.0,61579.0,86579.0,915.0,77.0,838.0,8.4,333611.203125,2801.0547365324296
48351,10468,36005025300,124458,0,Census Tract 253,New York,Bronx County,33048.0,28558.0,39634.0,33214.0,23854.0,49022.0,20511.0,47656.0,,29931.0,,,32500.0,2025.0,249.0,1776.0,12.3,217797.19921875,2188.23106905655
48352,10461,36005025400,169924,0,Census Tract 254,New York,Bronx County,50735.0,,55909.0,69250.0,28375.0,38365.0,,95417.0,,55069.0,,45648.0,54297.0,778.0,23.0,755.0,3.0,297255.28515625,2583.32103041103
48353,10453,36005025500,168637,0,Census Tract 255,New York,Bronx County,27145.0,,36712.0,47245.0,13077.0,,,,,35126.0,33464.0,,27145.0,2291.0,165.0,2126.0,7.2,295110.84375,2648.23921048102
48354,10461,36005025600,189286,0,Census Tract 256,New York,Bronx County,43316.0,57375.0,43138.0,101250.0,25781.0,27424.0,,,,41848.0,56875.0,53684.0,43224.0,622.0,61.0,561.0,9.8,331083.46875,2857.83279625933
48355,10468,36005025700,161279,17989,Census Tract 257,New York,Bronx County,42679.0,,55313.0,35625.0,,68929.0,,,,35214.0,,,36442.0,691.0,48.0,643.0,6.9,282234.25390625,3636.2245646215297
48356,10468,36005026100,174717,0,Census Tract 261,New York,Bronx County,70733.0,,78674.0,78125.0,38409.0,63750.0,,70000.0,,66304.0,70625.0,109000.0,71667.0,1005.0,80.0,925.0,8.0,305806.44921875,2599.37739019308
48357,10468,36005026300,158787,0,Census Tract 263,New York,Bronx County,23750.0,,45732.0,28938.0,10193.0,42500.0,,,,28461.0,16324.0,,27155.0,2382.0,181.0,2201.0,7.6,277909.83984375,3015.6721502537202
48358,10461,36005026400,426510,0,Census Tract 264,New York,Bronx County,56531.0,,69906.0,58281.0,36000.0,,,67847.0,,63977.0,129583.0,54440.0,62794.0,1908.0,74.0,1834.0,3.9,745970.69921875,3868.58163117781
48359,10468,36005026500,202137,0,Census Tract 265,New York,Bronx County,38382.0,,43134.0,32515.0,,46071.0,,,,41263.0,14070.0,25052.0,34660.0,2148.0,263.0,1885.0,12.2,353793.9609375,3025.4516084564398
48360,10461,36005026601,170250,0,Census Tract 266.01,New York,Bronx County,53000.0,,54779.0,61699.0,41250.0,61364.0,,53700.0,,75152.0,,45272.0,75483.0,1386.0,122.0,1264.0,8.8,297813.921875,2566.29364478414
48361,10461,36005026602,303397,0,Census Tract 266.02,New York,Bronx County,57386.0,,77632.0,63386.0,21083.0,,,84107.0,,68359.0,,51917.0,67786.0,2432.0,91.0,2341.0,3.7,530704.90234375,3282.52625886627
48362,10468,36005026701,69160,0,Census Tract 267.01,New York,Bronx County,48795.0,,36413.0,50984.0,57727.0,,,80139.0,,47976.0,58295.0,,50904.0,1319.0,159.0,1160.0,12.1,121060.6015625,1455.08201656251
48363,10468,36005026702,166368,0,Census Tract 267.02,New York,Bronx County,36174.0,,40677.0,32873.0,39063.0,,,,,36225.0,100227.0,71167.0,34167.0,2541.0,211.0,2330.0,8.3,291241.765625,2502.149814886
48364,10463,36005026900,384055,27111,Census Tract 269,New York,Bronx County,37625.0,56987.0,40694.0,37426.0,,51635.0,,98438.0,,36366.0,28152.0,,36610.0,1352.0,129.0,1223.0,9.5,672230.40625,4671.149365162511
48365,10463,36005027300,203341,0,Census Tract 273,New York,Bronx County,36902.0,,37660.0,51346.0,19782.0,40551.0,,,,31316.0,24181.0,,31206.0,2684.0,173.0,2511.0,6.4,355985.59375,3158.0434249242403
48366,10465,36005027401,701116,0,Census Tract 274.01,New York,Bronx County,88169.0,,103304.0,106681.0,46250.0,,,177031.0,,72629.0,,83490.0,103304.0,1729.0,129.0,1600.0,7.5,1226198.29296875,5581.706362336589
48367,10465,36005027402,504814,706508,Census Tract 274.02,New York,Bronx County,87273.0,,113287.0,110982.0,54219.0,,,,,112992.0,,72000.0,113788.0,1332.0,161.0,1171.0,12.1,851210.87890625,5416.59165281035
48368,10461,36005027600,1526823,782519,Census Tract 276,New York,Bronx County,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,2671384.44140625,10076.0336986564
48369,10463,36005027700,176710,0,Census Tract 277,New York,Bronx County,28529.0,,58780.0,27150.0,13929.0,31190.0,,,,24063.0,61842.0,46250.0,25025.0,1734.0,90.0,1644.0,5.2,309403.8828125,2852.28877085545
48370,10463,36005027900,275640,0,Census Tract 279,New York,Bronx County,59375.0,,65275.0,63977.0,43154.0,77692.0,,,,57625.0,72083.0,51698.0,59458.0,2644.0,412.0,2232.0,15.6,482682.96484375,3683.38824717541
48371,10463,36005028100,129158,0,Census Tract 281,New York,Bronx County,66525.0,,68549.0,77757.0,47938.0,80446.0,,17212.0,,60313.0,,68371.0,66675.0,1711.0,65.0,1646.0,3.8,226179.8046875,2227.83863677433
48372,10463,36005028300,227445,0,Census Tract 283,New York,Bronx County,23889.0,,24074.0,17260.0,30679.0,20063.0,,,,11946.0,45000.0,105699.0,22943.0,1094.0,107.0,987.0,9.8,398263.9453125,4765.4525077485105
48373,10461,36005028400,1124691,0,Census Tract 284,New York,Bronx County,,,,,,,,,,,,,,21.0,4.0,17.0,19.0,1967524.51953125,8305.46829650925
48374,10463,36005028500,263658,0,Census Tract 285,New York,Bronx County,57572.0,9688.0,68878.0,61902.0,31307.0,63011.0,,57102.0,,65402.0,65278.0,54671.0,59306.0,1599.0,167.0,1432.0,10.4,461752.46875,4345.950539854211
48375,10461,36005028600,200018,0,Census Tract 286,New York,Bronx County,81607.0,,94615.0,80848.0,68393.0,,,100714.0,,64141.0,,87679.0,68125.0,458.0,33.0,425.0,7.2,349909.18359375,2446.6697182644198
48376,10463,36005028700,155302,0,Census Tract 287,New York,Bronx County,55250.0,,65795.0,93167.0,37850.0,,,,,55893.0,,74048.0,54470.0,1242.0,111.0,1131.0,8.9,271951.73046875,2115.03050185371
48377,10461,36005028800,336192,0,Census Tract 288,New York,Bronx County,85893.0,,74385.0,121667.0,64792.0,15625.0,,,,110938.0,,105625.0,97361.0,1133.0,125.0,1008.0,11.0,588215.28515625,3308.46033993968
48378,10463,36005028900,201144,0,Census Tract 289,New York,Bronx County,48701.0,,68804.0,39464.0,26042.0,,,,,42215.0,,55069.0,43229.0,1877.0,106.0,1771.0,5.6,352197.09375,2465.60204435971
48379,10463,36005029301,286791,733019,Census Tract 293.01,New York,Bronx County,108611.0,,191500.0,134432.0,81875.0,54265.0,,,,,,121875.0,,894.0,158.0,736.0,17.7,502199.64453125,3522.7339039313792
48380,10463,36005029302,425237,0,Census Tract 293.02,New York,Bronx County,96205.0,,151711.0,102308.0,61597.0,,,158512.0,,155284.0,,90583.0,150431.0,2724.0,364.0,2360.0,13.4,743515.09765625,4870.03953542935
48381,10463,36005029500,236468,0,Census Tract 295,New York,Bronx County,94421.0,,93555.0,106897.0,92439.0,95294.0,,121438.0,,,,91768.0,96618.0,2002.0,300.0,1702.0,15.0,414115.390625,3688.4316094050896
48382,10461,36005029600,723313,0,Census Tract 296,New York,Bronx County,56250.0,,54150.0,75450.0,49750.0,59653.0,,,,,,55347.0,48250.0,698.0,31.0,667.0,4.4,1265587.90625,7064.122533504879
48383,10463,36005029700,232730,0,Census Tract 297,New York,Bronx County,92981.0,,104018.0,108313.0,79968.0,,,92656.0,,,108646.0,95563.0,92596.0,1663.0,212.0,1451.0,12.7,407568.0625,3347.2334763094104
48384,10461,36005030000,415698,0,Census Tract 300,New York,Bronx County,55903.0,,66573.0,84803.0,27578.0,,,54531.0,,52941.0,,49730.0,75893.0,2602.0,163.0,2439.0,6.3,727278.77734375,3448.20579623426
48385,10463,36005030100,146000,0,Census Tract 301,New York,Bronx County,89318.0,,159375.0,153313.0,26389.0,,,63500.0,,,134038.0,92708.0,,546.0,52.0,494.0,9.5,255671.0078125,2041.8291797053896
48386,10475,36005030200,433614,126090,Census Tract 302,New York,Bronx County,53987.0,,75099.0,69609.0,42639.0,54056.0,,,,63068.0,52727.0,28355.0,53983.0,4155.0,92.0,4063.0,2.2,758878.5078125,4635.008335305821
48387,10463,36005030701,396736,0,Census Tract 307.01,New York,Bronx County,97363.0,,107404.0,120500.0,85521.0,96786.0,,,,85298.0,,99625.0,85982.0,2514.0,351.0,2163.0,14.0,694959.921875,5529.606088330849
48388,10463,36005030900,1365850,2151862,Census Tract 309,New York,Bronx County,101438.0,,127448.0,165125.0,59053.0,201136.0,,,,,,101000.0,133750.0,1297.0,166.0,1131.0,12.8,2392847.2265625,10012.9470652454
48389,10469,36005031000,634013,0,Census Tract 310,New York,Bronx County,89425.0,,78988.0,95652.0,97917.0,89550.0,,112917.0,,93125.0,,80804.0,102880.0,1261.0,89.0,1172.0,7.1,1109538.3671875,4324.85077751747
48390,10469,36005031200,202061,0,Census Tract 312,New York,Bronx County,90571.0,,105298.0,91985.0,37500.0,104167.0,,69167.0,,,,59097.0,105417.0,605.0,53.0,552.0,8.8,353617.4453125,2899.41803610824
48391,10469,36005031400,211194,0,Census Tract 314,New York,Bronx County,90909.0,,120694.0,105809.0,72500.0,85208.0,,143750.0,,142656.0,,84000.0,97125.0,646.0,20.0,626.0,3.1,369592.77734375,2917.2323373669105
48392,10469,36005031600,177170,0,Census Tract 316,New York,Bronx County,77386.0,,83125.0,78125.0,66250.0,86964.0,,,,94565.0,105000.0,66518.0,93261.0,639.0,54.0,585.0,8.5,310055.2734375,2553.31909217291
48393,10469,36005031800,178366,0,Census Tract 318,New York,Bronx County,79048.0,,79306.0,107063.0,58167.0,126520.0,,,,64398.0,,90750.0,64907.0,576.0,94.0,482.0,16.3,312149.40625,2924.9679050745503
