Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Civilian Employed Population 16 Years and Over in Households that Have a Computer,Total Civilian Household Population 16 Years and Over,Population 16 Years and Over in the Civilian Labor Force in Households,Civilian Employed Population 16 Years and Over in Households,Civilian Employed Population 16 Years and Over in Households that Have a Computer with Dial-up Internet Subscription Alone,Civilian Employed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have No Computer,Civilian Unemployed Population 16 Years and Over in Households,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with dial-up Internet Subscription Alone,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with dial-up Internet Subscription Alone,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with a Broadband Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer without an Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have No Computer,Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Employed Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Percent of Population 16 Years and Over who are Not in the Labor Force in Households that Have No Computer,Shape Area,Shape Length
48225,10465,10465,36005009000,1024677,1162033,Census Tract 90,New York,Bronx County,908,2823,1095,973,0,809,99,65,122,122,0,115,7,0,1728,1553,0,1026,527,175,240,8.5,6.7,0.0,10.1,1778745.59375,11670.9095454748
48225,10473,10473,36005009000,1024677,1162033,Census Tract 90,New York,Bronx County,908,2823,1095,973,0,809,99,65,122,122,0,115,7,0,1728,1553,0,1026,527,175,240,8.5,6.7,0.0,10.1,1778745.59375,11670.9095454748
48226,10462,10462,36005009200,310475,0,Census Tract 92,New York,Bronx County,2661,4698,3203,2711,0,2415,246,50,492,492,0,483,9,0,1495,1256,0,1081,175,239,289,6.2,1.8,0.0,16.0,542861.55859375,3696.42321185825
48227,10455,10455,36005009300,2307627,1595761,Census Tract 93,New York,Bronx County,1887,4087,2141,1984,0,1645,242,97,157,138,0,138,0,19,1946,1439,0,1170,269,507,623,15.2,4.9,12.1,26.1,4018113.5390625,10812.8062755401
48227,10474,10474,36005009300,2307627,1595761,Census Tract 93,New York,Bronx County,1887,4087,2141,1984,0,1645,242,97,157,138,0,138,0,19,1946,1439,0,1170,269,507,623,15.2,4.9,12.1,26.1,4018113.5390625,10812.8062755401
48228,10461,10461,36005009600,703455,15353,Census Tract 96,New York,Bronx County,865,1932,1118,907,0,823,42,42,211,211,0,191,20,0,814,691,0,573,118,123,165,8.5,4.6,0.0,15.1,1256916.20703125,5046.2527646485105
48228,10462,10462,36005009600,703455,15353,Census Tract 96,New York,Bronx County,865,1932,1118,907,0,823,42,42,211,211,0,191,20,0,814,691,0,573,118,123,165,8.5,4.6,0.0,15.1,1256916.20703125,5046.2527646485105
48229,10473,10473,36005009800,517450,0,Census Tract 98,New York,Bronx County,2160,3889,2540,2356,0,2101,59,196,184,184,0,184,0,0,1349,1205,0,1126,79,144,340,8.7,8.3,0.0,10.7,904578.65234375,4113.522147690979
48230,10465,10465,36005011000,2069297,452399,Census Tract 110,New York,Bronx County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3607727.734375,10518.245501281
48231,10474,10474,36005011502,336295,10037,Census Tract 115.02,New York,Bronx County,1348,2816,1602,1419,0,1310,38,71,183,155,0,95,60,28,1214,879,0,812,67,335,434,15.4,5.0,15.3,27.6,587784.43359375,3064.39179160365
48232,10474,10474,36005011700,1357971,431176,Census Tract 117,New York,Bronx County,551,1209,716,595,0,508,43,44,121,121,0,114,7,0,493,448,0,351,97,45,89,7.4,7.4,0.0,9.1,2391680.265625,7067.76299011948
48233,10465,10465,36005011800,989676,2876319,Census Tract 118,New York,Bronx County,1834,3303,1928,1859,0,1821,13,25,69,69,0,69,0,0,1375,1156,16,1022,118,219,244,7.4,1.3,0.0,15.9,1890836.83203125,11249.0442814835
48234,10459,10459,36005011900,166999,0,Census Tract 119,New York,Bronx County,1890,4109,2268,1955,0,1697,193,65,313,313,0,313,0,0,1841,1429,0,1268,161,412,477,11.6,3.3,0.0,22.4,291913.44921875,2224.33813512231
48235,10459,10459,36005012101,115615,0,Census Tract 121.01,New York,Bronx County,1055,2174,1295,1205,0,925,130,150,90,84,0,79,5,6,879,705,0,599,106,174,330,15.2,12.4,6.7,19.8,202128.125,1772.99151230862
48236,10459,10459,36005012102,49643,0,Census Tract 121.02,New York,Bronx County,472,1216,597,488,0,428,44,16,109,109,0,102,7,0,619,573,0,357,216,46,62,5.1,3.3,0.0,7.4,86781.94921875,1605.2300759498598
48237,10459,10459,36005012300,303328,0,Census Tract 123,New York,Bronx County,1570,3151,1722,1671,0,1274,296,101,51,51,0,51,0,0,1429,1135,0,957,178,294,395,12.5,6.0,0.0,20.6,530310.2734375,4718.59805070936
48238,10459,10459,36005012500,169640,0,Census Tract 125,New York,Bronx County,1563,3180,1874,1660,0,1361,202,97,214,214,0,145,69,0,1306,1188,0,854,334,118,215,6.8,5.8,0.0,9.0,296580.72265625,2304.97379088801
48239,10459,10459,36005012701,108718,0,Census Tract 127.01,New York,Bronx County,638,1424,700,693,11,541,86,55,7,7,0,0,7,0,724,546,0,385,161,178,233,16.4,7.9,0.0,24.6,190054.83984375,2035.85651320768
48240,10459,10459,36005012901,156381,0,Census Tract 129.01,New York,Bronx County,1161,2802,1373,1262,15,1076,70,101,111,96,0,73,23,15,1429,1025,0,822,203,404,520,18.6,8.0,13.5,28.3,273351.87890625,2864.0508400157696
48241,10465,10465,36005013000,116144,0,Census Tract 130,New York,Bronx County,843,1287,930,843,0,826,17,0,87,87,0,87,0,0,357,323,0,323,0,34,34,2.6,0.0,0.0,9.5,202995.859375,2603.96638235619
48242,10456,10456,36005013100,230967,0,Census Tract 131,New York,Bronx County,1816,3637,2168,1911,0,1679,137,95,257,257,0,198,59,0,1469,1066,8,931,127,403,498,13.7,5.0,0.0,27.4,403769.27734375,2638.68078784506
48242,10459,10459,36005013100,230967,0,Census Tract 131,New York,Bronx County,1816,3637,2168,1911,0,1679,137,95,257,257,0,198,59,0,1469,1066,8,931,127,403,498,13.7,5.0,0.0,27.4,403769.27734375,2638.68078784506
48243,10465,10465,36005013200,604268,925089,Census Tract 132,New York,Bronx County,3779,5614,3944,3805,0,3386,393,26,139,139,0,139,0,0,1670,1393,0,1261,132,277,303,5.4,0.7,0.0,16.6,1056027.2578125,5396.18469829902
48244,10456,10456,36005013300,161159,0,Census Tract 133,New York,Bronx County,1972,4843,2468,2216,0,1919,53,244,252,218,0,218,0,34,2375,1467,0,1204,263,908,1186,24.5,11.0,13.5,38.2,281705.94921875,2306.73251948218
48244,10459,10459,36005013300,161159,0,Census Tract 133,New York,Bronx County,1972,4843,2468,2216,0,1919,53,244,252,218,0,218,0,34,2375,1467,0,1204,263,908,1186,24.5,11.0,13.5,38.2,281705.94921875,2306.73251948218
48245,10456,10456,36005013500,167404,0,Census Tract 135,New York,Bronx County,1159,2631,1414,1290,0,980,179,131,124,124,0,44,80,0,1217,817,0,746,71,400,531,20.2,10.2,0.0,32.9,292660.25,2817.16890071038
48245,10459,10459,36005013500,167404,0,Census Tract 135,New York,Bronx County,1159,2631,1414,1290,0,980,179,131,124,124,0,44,80,0,1217,817,0,746,71,400,531,20.2,10.2,0.0,32.9,292660.25,2817.16890071038
48246,10465,10465,36005013800,764724,3460640,Census Tract 138,New York,Bronx County,1211,2097,1303,1232,0,1065,146,21,71,71,0,59,12,0,794,668,0,591,77,126,147,7.0,1.7,0.0,15.9,1326894.75,8061.92374502655
48247,10451,10451,36005014100,177165,0,Census Tract 141,New York,Bronx County,2316,4216,2566,2377,0,1950,366,61,189,181,0,156,25,8,1650,1377,0,1190,187,273,342,8.1,2.6,4.2,16.5,309693.84765625,2737.97271445901
48247,10456,10456,36005014100,177165,0,Census Tract 141,New York,Bronx County,2316,4216,2566,2377,0,1950,366,61,189,181,0,156,25,8,1650,1377,0,1190,187,273,342,8.1,2.6,4.2,16.5,309693.84765625,2737.97271445901
48248,10451,10451,36005014300,129711,0,Census Tract 143,New York,Bronx County,514,1065,567,514,0,486,28,0,53,53,0,40,13,0,498,385,0,305,80,113,113,10.6,0.0,0.0,22.7,226768.18359375,2708.16081933577
48248,10456,10456,36005014300,129711,0,Census Tract 143,New York,Bronx County,514,1065,567,514,0,486,28,0,53,53,0,40,13,0,498,385,0,305,80,113,113,10.6,0.0,0.0,22.7,226768.18359375,2708.16081933577
48249,10465,10465,36005014400,401253,0,Census Tract 144,New York,Bronx County,1695,4263,2210,1874,0,1642,53,179,336,336,0,293,43,0,2053,1356,0,1216,140,697,876,20.5,9.6,0.0,34.0,701353.359375,3974.3978883561
48250,10456,10456,36005014500,181445,0,Census Tract 145,New York,Bronx County,2133,5288,2886,2412,0,1699,434,279,474,440,0,363,77,34,2402,2141,0,1463,678,261,574,10.9,11.6,7.2,10.9,317248.94921875,2265.90520375475
48251,10456,10456,36005014701,138921,0,Census Tract 147.01,New York,Bronx County,1484,4805,2248,1655,0,1079,405,171,593,506,0,343,163,87,2557,1607,0,1065,542,950,1208,25.1,10.3,14.7,37.2,242916.4921875,2062.22489845716
48252,10456,10456,36005014702,116305,0,Census Tract 147.02,New York,Bronx County,1776,3909,1942,1826,0,1607,169,50,116,116,0,116,0,0,1967,1504,0,1306,198,463,513,13.1,2.7,0.0,23.5,203384.71875,2077.3993578089603
48253,10456,10456,36005014900,155523,0,Census Tract 149,New York,Bronx County,1695,3397,2042,1787,40,1493,162,92,255,232,0,232,0,23,1355,1183,0,873,310,172,287,8.4,5.1,9.0,12.7,271933.28515625,2373.97206142702
48254,10456,10456,36005015100,208929,0,Census Tract 151,New York,Bronx County,2083,3696,2426,2159,0,1801,282,76,267,238,0,217,21,29,1270,1034,0,859,175,236,341,9.2,3.5,10.9,18.6,365296.69140625,3049.16812277025
48254,10459,10459,36005015100,208929,0,Census Tract 151,New York,Bronx County,2083,3696,2426,2159,0,1801,282,76,267,238,0,217,21,29,1270,1034,0,859,175,236,341,9.2,3.5,10.9,18.6,365296.69140625,3049.16812277025
48255,10465,10465,36005015200,284310,0,Census Tract 152,New York,Bronx County,1153,2051,1322,1170,0,1077,76,17,152,152,0,145,7,0,729,603,0,539,64,126,143,7.0,1.5,0.0,17.3,497026.79296875,3556.6764062996294
48256,10459,10459,36005015300,236838,0,Census Tract 153,New York,Bronx County,1672,3495,1935,1744,0,1419,253,72,191,182,0,182,0,9,1560,1314,0,980,334,246,327,9.4,4.1,4.7,15.8,414123.29296875,2940.3634016848305
48256,10460,10460,36005015300,236838,0,Census Tract 153,New York,Bronx County,1672,3495,1935,1744,0,1419,253,72,191,182,0,182,0,9,1560,1314,0,980,334,246,327,9.4,4.1,4.7,15.8,414123.29296875,2940.3634016848305
48257,10460,10460,36005015500,114986,0,Census Tract 155,New York,Bronx County,908,2147,1213,1072,0,798,110,164,141,118,0,71,47,23,934,752,0,553,199,182,369,17.2,15.3,16.3,19.5,201071.3046875,2354.6230111264003
48258,10459,10459,36005015700,319009,0,Census Tract 157,New York,Bronx County,1846,3481,2246,1974,0,1451,395,128,272,241,0,145,96,31,1235,1126,0,603,523,109,268,7.7,6.5,11.4,8.8,557796.71875,3436.6027618747
48258,10460,10460,36005015700,319009,0,Census Tract 157,New York,Bronx County,1846,3481,2246,1974,0,1451,395,128,272,241,0,145,96,31,1235,1126,0,603,523,109,268,7.7,6.5,11.4,8.8,557796.71875,3436.6027618747
48259,10465,10465,36005015800,162176,0,Census Tract 158,New York,Bronx County,429,860,493,463,7,408,14,34,30,30,0,23,7,0,367,254,6,236,12,113,147,17.1,7.3,0.0,30.8,283500.6875,2377.2475312228603
48260,10459,10459,36005015900,103601,0,Census Tract 159,New York,Bronx County,539,1594,614,575,0,515,24,36,39,32,0,32,0,7,980,736,0,667,69,244,287,18.0,6.3,17.9,24.9,181094.4296875,1798.5643908026102
48261,10465,10465,36005016000,494499,2614648,Census Tract 160,New York,Bronx County,1875,3183,2036,1913,8,1748,119,38,123,123,0,123,0,0,1147,1040,8,984,48,107,145,4.6,2.0,0.0,9.3,864599.6953125,4532.315872956579
48262,10460,10460,36005016100,239125,0,Census Tract 161,New York,Bronx County,1692,3149,1996,1748,0,1310,382,56,248,227,0,140,87,21,1153,798,0,549,249,355,432,13.7,3.2,8.5,30.8,418166.8671875,2637.33535188802
48263,10465,10465,36005016200,180646,0,Census Tract 162,New York,Bronx County,861,1443,923,875,0,853,8,14,48,41,0,41,0,7,520,438,0,424,14,82,103,7.1,1.6,14.6,15.8,315824.4296875,2256.61850571113
48265,10465,10465,36005016400,164578,0,Census Tract 164,New York,Bronx County,438,847,472,450,0,388,50,12,22,22,0,22,0,0,375,319,0,268,51,56,68,8.0,2.7,0.0,14.9,287764.171875,2214.6683001432298
48266,10457,10457,36005016500,196842,0,Census Tract 165,New York,Bronx County,357,675,399,361,0,302,55,4,38,38,0,38,0,0,276,230,0,194,36,46,50,7.4,1.1,0.0,16.7,344291.94921875,3033.72507949144
48267,10465,10465,36005016600,285611,0,Census Tract 166,New York,Bronx County,1094,1896,1209,1110,7,934,153,16,99,99,0,73,26,0,687,602,12,494,96,85,101,5.3,1.4,0.0,12.4,499343.453125,3136.8345873781104
48268,10457,10457,36005016700,205837,0,Census Tract 167,New York,Bronx County,1060,2078,1294,1140,0,891,169,80,154,123,0,97,26,31,784,595,0,446,149,189,300,14.4,7.0,20.1,24.1,359995.0390625,2651.64288457806
48269,10456,10456,36005016900,92915,0,Census Tract 169,New York,Bronx County,523,1051,600,523,0,425,98,0,77,77,0,34,43,0,451,359,0,329,30,92,92,8.8,0.0,0.0,20.4,162487.62109375,2121.41880934959
48269,10457,10457,36005016900,92915,0,Census Tract 169,New York,Bronx County,523,1051,600,523,0,425,98,0,77,77,0,34,43,0,451,359,0,329,30,92,92,8.8,0.0,0.0,20.4,162487.62109375,2121.41880934959
48271,10451,10451,36005017300,165273,0,Census Tract 173,New York,Bronx County,1887,4668,2285,2131,0,1621,266,244,154,154,0,154,0,0,2383,1694,0,1491,203,689,933,20.0,11.5,0.0,28.9,288928.48828125,2984.1573937755998
48271,10456,10456,36005017300,165273,0,Census Tract 173,New York,Bronx County,1887,4668,2285,2131,0,1621,266,244,154,154,0,154,0,0,2383,1694,0,1491,203,689,933,20.0,11.5,0.0,28.9,288928.48828125,2984.1573937755998
48272,10456,10456,36005017500,151593,0,Census Tract 175,New York,Bronx County,2346,5479,2991,2628,0,1909,437,282,363,325,0,248,77,38,2488,1526,0,987,539,962,1282,23.4,10.7,10.5,38.7,265047.03515625,2307.52987670339
48273,10456,10456,36005017701,106630,0,Census Tract 177.01,New York,Bronx County,1955,3105,2298,2072,0,1756,199,117,226,226,0,226,0,0,807,595,0,564,31,212,329,10.6,5.6,0.0,26.3,186445.9765625,2115.1931103610896
48274,10456,10456,36005017702,140906,0,Census Tract 177.02,New York,Bronx County,2146,4405,2674,2249,0,1998,148,103,425,379,0,300,79,46,1731,1415,0,1250,165,316,465,10.6,4.6,10.8,18.3,246402.640625,2777.46021922312
48275,10456,10456,36005017901,76723,0,Census Tract 179.01,New York,Bronx County,1837,3718,2218,2046,6,1639,192,209,172,139,0,117,22,33,1500,1215,0,922,293,285,527,14.2,10.2,19.2,19.0,134159.75390625,1478.31743852336
48276,10456,10456,36005017902,77544,0,Census Tract 179.02,New York,Bronx County,1486,2829,1734,1517,0,1243,243,31,217,185,0,170,15,32,1095,954,0,687,267,141,204,7.2,2.0,14.7,12.9,135603.44921875,1493.7320809453602
48277,10456,10456,36005018101,77226,0,Census Tract 181.01,New York,Bronx County,1211,2295,1394,1284,0,1086,125,73,110,110,0,91,19,0,901,805,0,647,158,96,169,7.4,5.7,0.0,10.7,135026.37890625,1690.5805010178399
48278,10456,10456,36005018102,96381,0,Census Tract 181.02,New York,Bronx County,2016,3858,2523,2102,0,1840,176,86,421,421,0,421,0,0,1335,1115,0,1032,83,220,306,7.9,4.1,0.0,16.5,168522.65625,1753.08372753917
48279,10451,10451,36005018301,67872,0,Census Tract 183.01,New York,Bronx County,1727,3395,1985,1817,0,1549,178,90,168,168,0,168,0,0,1410,772,0,553,219,638,728,21.4,5.0,0.0,45.2,118663.70703125,1646.1911532015301
48280,10451,10451,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,1696,2948,1886,1728,10,1451,235,32,158,158,0,124,34,0,1062,922,0,783,139,140,172,5.8,1.9,0.0,13.2,196308.55078125,1866.3289901111102
48280,10456,10456,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,1696,2948,1886,1728,10,1451,235,32,158,158,0,124,34,0,1062,922,0,783,139,140,172,5.8,1.9,0.0,13.2,196308.55078125,1866.3289901111102
48281,10461,10461,36005018400,447411,0,Census Tract 184,New York,Bronx County,1867,3316,2046,1934,0,1698,169,67,112,101,0,101,0,11,1270,1074,0,980,94,196,274,8.3,3.5,9.8,15.4,782422.40625,3668.43017552993
48282,10456,10456,36005018500,412150,0,Census Tract 185,New York,Bronx County,2997,5940,3609,3231,0,2623,374,234,378,356,0,291,65,22,2331,1706,0,1359,347,625,881,14.8,7.2,5.8,26.8,720522.078125,4160.4666817528605
48283,10452,10452,36005018900,355570,0,Census Tract 189,New York,Bronx County,3272,5887,3468,3323,0,2758,514,51,145,145,0,145,0,0,2419,2075,0,1622,453,344,395,6.7,1.5,0.0,14.2,612472.41796875,3182.74605972401
48284,10452,10452,36005019300,241287,0,Census Tract 193,New York,Bronx County,1670,4286,2278,1853,18,1246,406,183,425,425,24,337,64,0,2008,1461,88,881,492,547,730,17.0,9.9,0.0,27.2,421939.19140625,3658.52204334498
48285,10461,10461,36005019400,840070,393,Census Tract 194,New York,Bronx County,905,1795,1051,920,1,866,38,15,131,131,0,92,39,0,744,616,3,579,34,128,143,8.0,1.6,0.0,17.2,1469595.51953125,5724.11846687223
48285,10465,10465,36005019400,840070,393,Census Tract 194,New York,Bronx County,905,1795,1051,920,1,866,38,15,131,131,0,92,39,0,744,616,3,579,34,128,143,8.0,1.6,0.0,17.2,1469595.51953125,5724.11846687223
48286,10452,10452,36005019500,219844,0,Census Tract 195,New York,Bronx County,2914,5618,3441,3027,0,2429,485,113,414,394,0,306,88,20,2177,1754,0,1375,379,423,556,9.9,3.7,4.8,19.4,384375.4375,2803.09596526002
48287,10452,10452,36005019700,148088,0,Census Tract 197,New York,Bronx County,2997,5225,3358,3081,0,2685,312,84,277,277,0,239,38,0,1867,1444,0,1284,160,423,507,9.7,2.7,0.0,22.7,258956.16796875,2144.06655405159
48288,10452,10452,36005019900,177088,0,Census Tract 199,New York,Bronx County,3686,6419,4318,3923,0,2926,760,237,395,395,0,324,71,0,2101,1745,0,1255,490,356,593,9.2,6.0,0.0,16.9,309677.8984375,2337.60406376735
48289,10461,10461,36005020000,341895,0,Census Tract 200,New York,Bronx County,1824,3302,2163,1865,0,1649,175,41,298,298,0,269,29,0,1139,996,0,826,170,143,184,5.6,2.2,0.0,12.6,597988.75390625,4438.33985940632
48290,10452,10452,36005020100,282706,0,Census Tract 201,New York,Bronx County,1433,2907,1624,1576,0,1195,238,143,48,27,0,13,14,21,1283,1095,0,862,233,188,352,12.1,9.1,43.8,14.7,494448.79296875,2990.9633933433897
48291,10461,10461,36005020200,124809,0,Census Tract 202,New York,Bronx County,979,1740,1073,1014,0,911,68,35,59,57,0,57,0,2,667,456,0,390,66,211,248,14.3,3.5,3.4,31.6,218268.11328125,1913.4857903382199
48291,10462,10462,36005020200,124809,0,Census Tract 202,New York,Bronx County,979,1740,1073,1014,0,911,68,35,59,57,0,57,0,2,667,456,0,390,66,211,248,14.3,3.5,3.4,31.6,218268.11328125,1913.4857903382199
48292,10461,10461,36005020400,134282,0,Census Tract 204,New York,Bronx County,1438,2568,1682,1518,0,1290,148,80,164,139,0,111,28,25,886,709,0,647,62,177,282,11.0,5.3,15.2,20.0,234852.02734375,1913.28586091935
48292,10462,10462,36005020400,134282,0,Census Tract 204,New York,Bronx County,1438,2568,1682,1518,0,1290,148,80,164,139,0,111,28,25,886,709,0,647,62,177,282,11.0,5.3,15.2,20.0,234852.02734375,1913.28586091935
48293,10453,10453,36005020501,268164,0,Census Tract 205.01,New York,Bronx County,2446,5472,3018,2616,16,2052,378,170,402,389,17,195,177,13,2454,2011,16,1597,398,443,626,11.4,6.5,3.2,18.1,469085.45703125,3025.0025967718398
48294,10453,10453,36005020502,101460,0,Census Tract 205.02,New York,Bronx County,746,1672,900,783,0,673,73,37,117,112,0,93,19,5,772,574,0,443,131,198,240,14.4,4.7,4.3,25.6,177505.12109375,1773.6159791161301
48295,10462,10462,36005020601,151551,0,Census Tract 206.01,New York,Bronx County,826,1897,1072,951,0,666,160,125,121,81,0,81,0,40,825,661,9,520,132,164,329,17.3,13.1,33.1,19.9,265019.05859375,2324.8228675321698
48296,10452,10452,36005020900,132467,0,Census Tract 209,New York,Bronx County,1785,3635,2018,1964,0,1667,118,179,54,54,0,54,0,0,1617,1367,0,1150,217,250,429,11.8,9.1,0.0,15.5,231692.0390625,2092.62644909925
48297,10462,10462,36005021001,192403,0,Census Tract 210.01,New York,Bronx County,4615,7209,5144,4734,0,4146,469,119,410,399,0,345,54,11,2065,1451,0,1203,248,614,744,10.3,2.5,2.7,29.7,336499.8046875,2872.55407342158
48298,10462,10462,36005021002,172052,0,Census Tract 210.02,New York,Bronx County,3981,6101,4473,4003,0,3831,150,22,470,470,0,470,0,0,1628,1391,0,1256,135,237,259,4.2,0.5,0.0,14.6,300889.16796875,2462.4346264767
48299,10452,10452,36005021100,153028,0,Census Tract 211,New York,Bronx County,1834,3533,2375,2032,0,1679,155,198,343,272,0,225,47,71,1158,876,0,720,156,282,551,15.6,9.7,20.7,24.4,267634.5703125,2510.8487334163
48300,10462,10462,36005021200,101018,0,Census Tract 212,New York,Bronx County,2213,4065,2706,2444,0,2057,156,231,262,262,0,224,38,0,1359,1224,0,1090,134,135,366,9.0,9.5,0.0,9.9,176651.859375,1717.65144381656
48301,10452,10452,36005021301,65397,0,Census Tract 213.01,New York,Bronx County,540,978,630,564,7,502,31,24,66,54,9,45,0,12,348,292,0,247,45,56,92,9.4,4.3,18.2,16.1,114396.04296875,1580.14933586431
48302,10452,10452,36005021302,165924,0,Census Tract 213.02,New York,Bronx County,1999,4510,2508,2180,0,1712,287,181,328,328,0,328,0,0,2002,1635,0,1521,114,367,548,12.2,8.3,0.0,18.3,290211.9453125,2174.3813503012398
48303,10453,10453,36005021501,91954,0,Census Tract 215.01,New York,Bronx County,1594,3253,1898,1687,0,1429,165,93,211,183,0,183,0,28,1355,1160,0,1024,136,195,316,9.7,5.5,13.3,14.4,160862.875,2021.7016460194898
48304,10453,10453,36005021502,155720,0,Census Tract 215.02,New York,Bronx County,2081,4604,2584,2203,0,1827,254,122,381,358,0,309,49,23,2020,1727,0,1306,421,293,438,9.5,5.5,6.0,14.5,272404.6796875,2391.4857572958
48305,10460,10460,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,1644,3333,1999,1710,13,1400,231,66,289,289,0,223,66,0,1334,1134,25,998,111,200,266,8.0,3.9,0.0,15.0,286860.56640625,2987.66113051467
48305,10462,10462,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,1644,3333,1999,1710,13,1400,231,66,289,289,0,223,66,0,1334,1134,25,998,111,200,266,8.0,3.9,0.0,15.0,286860.56640625,2987.66113051467
48306,10462,10462,36005021602,165504,0,Census Tract 216.02,New York,Bronx County,2858,4708,3287,2949,14,2724,120,91,338,338,0,271,67,0,1421,1315,16,1161,138,106,197,4.2,3.1,0.0,7.5,289427.5625,2855.95993511888
48307,10452,10452,36005021700,161513,0,Census Tract 217,New York,Bronx County,1887,3548,2288,2034,0,1683,204,147,254,244,0,189,55,10,1260,962,0,771,191,298,455,12.8,7.2,3.9,23.7,282538.98046875,3055.0440670882203
48307,10453,10453,36005021700,161513,0,Census Tract 217,New York,Bronx County,1887,3548,2288,2034,0,1683,204,147,254,244,0,189,55,10,1260,962,0,771,191,298,455,12.8,7.2,3.9,23.7,282538.98046875,3055.0440670882203
48308,10460,10460,36005021800,320629,0,Census Tract 218,New York,Bronx County,3116,5295,3453,3205,0,2817,299,89,248,239,0,177,62,9,1842,1758,0,1485,273,84,182,3.4,2.8,3.6,4.6,560700.93359375,3744.27088127818
48309,10452,10452,36005021900,142939,0,Census Tract 219,New York,Bronx County,463,830,554,493,0,377,86,30,61,61,0,38,23,0,276,210,0,165,45,66,96,11.6,6.1,0.0,23.9,249979.61328125,2700.0869089314497
48310,10460,10460,36005022000,229296,0,Census Tract 220,New York,Bronx County,714,1568,955,815,0,556,158,101,140,111,0,97,14,29,613,415,0,371,44,198,328,20.9,12.4,20.7,32.3,401051.86328125,4305.2159456444
48310,10462,10462,36005022000,229296,0,Census Tract 220,New York,Bronx County,714,1568,955,815,0,556,158,101,140,111,0,97,14,29,613,415,0,371,44,198,328,20.9,12.4,20.7,32.3,401051.86328125,4305.2159456444
48311,10452,10452,36005022101,68119,0,Census Tract 221.01,New York,Bronx County,1299,2622,1517,1390,16,1177,106,91,127,127,0,127,0,0,1105,1008,0,853,155,97,188,7.2,6.5,0.0,8.8,119126.08203125,1560.41764331346
48312,10452,10452,36005022102,78293,0,Census Tract 221.02,New York,Bronx County,1654,3951,2302,1937,0,1423,231,283,365,347,14,286,47,18,1649,1248,0,1099,149,401,702,17.8,14.6,4.9,24.3,136915.796875,1573.48588193185
48313,10462,10462,36005022200,221189,0,Census Tract 222,New York,Bronx County,1524,2636,1730,1629,0,1454,70,105,101,66,0,66,0,35,906,715,0,608,107,191,331,12.6,6.4,34.7,21.1,386784.7109375,3910.2633038914705
48314,10452,10452,36005022300,92765,0,Census Tract 223,New York,Bronx County,1936,4133,2435,2164,0,1361,575,228,271,261,0,229,32,10,1698,1305,0,963,342,393,631,15.3,10.5,3.7,23.1,162238.88671875,1624.2044038620902
48315,10462,10462,36005022401,85053,0,Census Tract 224.01,New York,Bronx County,1223,2150,1476,1240,0,1016,207,17,236,236,0,160,76,0,674,534,0,479,55,140,157,7.3,1.4,0.0,20.8,148815.51171875,2033.4799993621302
48316,10462,10462,36005022403,124862,0,Census Tract 224.03,New York,Bronx County,1443,2723,1688,1466,0,1350,93,23,222,222,0,207,15,0,1035,837,13,769,55,198,221,8.1,1.6,0.0,19.1,218479.765625,2281.91034840173
48317,10462,10462,36005022404,92720,0,Census Tract 224.04,New York,Bronx County,2173,3615,2525,2340,7,1935,231,167,185,185,15,170,0,0,1090,871,35,745,91,219,386,10.7,7.1,0.0,20.1,162221.69140625,1620.9013194839401
48318,10456,10456,36005022500,180022,0,Census Tract 225,New York,Bronx County,2954,5628,3588,3184,14,2669,271,230,404,378,0,273,105,26,2040,1636,0,1368,268,404,660,11.7,7.2,6.4,19.8,314841.95703125,2403.07360080494
48318,10457,10457,36005022500,180022,0,Census Tract 225,New York,Bronx County,2954,5628,3588,3184,14,2669,271,230,404,378,0,273,105,26,2040,1636,0,1368,268,404,660,11.7,7.2,6.4,19.8,314841.95703125,2403.07360080494
