Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,All Households that Have One or More Types of Computing Devices,All Households that Have a Desktop or Laptop,Households that have a Desktop or Laptop with No Other Type of Computing Device,All Households that Have a Smartphone,Households that Have a Smartphone with No Other Type of Computing Device,All Households that Have a Tablet or Other Portable Wireless Computer,Households that Have a Tablet or Other Portable Wireless Computer with No Other Type of Computing Device,All Households that Have an Other Computer,Households that Have an Other Computer with No Other Type of Computing Device,Households that Have No Computer,"Percent of Households that Have No Computer, Smartphone, or Tablet",All Households with an Internet Subscription,Households with Dial-up with No Other Type of Internet Subscription,Households with Broadband of Any Type,All Households with Cellular Data Plan,Households with Cellular Data Plan with No Other Type of Internet Subscription,"All Households with Broadband such as Cable, Fiber Optic or DSL","Households with Broadband such as Cable, Fiber Optic or DSL with No Other Type of Internet Subscription",All Households with Satellite Internet Service,Households with Satellite Internet Service with No Other Type of Internet Subscription,Households with Other Service with No Other Type of Internet Subscription,Households with Internet Access without a Subscription,Households with No Internet Access,Percent of Households with No Internet Access,Shape Area,Shape Length
48657,11228,11228,36047019600,188307,0,Census Tract 196,New York,Kings County,1420,1145,1002,165,925,43,587,32,43,0,275,19.4,989,0,989,733,52,907,249,52,0,0,87,344,24.2,327210.375,2297.27579732705
48658,11205,11205,36047019700,169827,0,Census Tract 197,New York,Kings County,1692,1509,1398,86,1404,55,1144,0,105,0,183,10.8,1403,0,1403,958,54,1290,422,56,0,23,27,262,15.5,295663.59765625,2471.37889570166
48658,11238,11238,36047019700,169827,0,Census Tract 197,New York,Kings County,1692,1509,1398,86,1404,55,1144,0,105,0,183,10.8,1403,0,1403,958,54,1290,422,56,0,23,27,262,15.5,295663.59765625,2471.37889570166
48659,11228,11228,36047019800,134715,0,Census Tract 198,New York,Kings County,604,523,475,43,430,13,402,12,27,0,81,13.4,491,10,481,336,45,431,135,15,0,0,13,100,16.6,234058.734375,2121.36793536679
48660,11238,11238,36047019900,188914,0,Census Tract 199,New York,Kings County,1602,1454,1319,44,1364,47,1038,0,24,0,148,9.2,1329,8,1321,1011,30,1262,302,46,0,0,71,202,12.6,328855.93359375,2402.01429656019
48661,11228,11228,36047020000,134858,0,Census Tract 200,New York,Kings County,776,688,602,30,630,33,465,6,11,6,88,11.3,681,10,671,497,21,640,169,13,0,0,15,80,10.3,234315.7734375,2121.95509213639
48662,11238,11238,36047020100,175379,0,Census Tract 201,New York,Kings County,1713,1668,1534,82,1586,31,1304,0,28,0,45,2.6,1596,0,1596,1265,90,1481,299,46,0,0,38,79,4.6,305293.19921875,2515.7426330519297
48663,11228,11228,36047020200,134828,0,Census Tract 202,New York,Kings County,632,572,532,57,481,25,385,0,9,0,60,9.5,572,11,561,407,14,542,149,10,0,0,0,60,9.5,234274.28125,2122.22750571198
48664,11238,11238,36047020300,140848,0,Census Tract 203,New York,Kings County,679,645,629,31,588,8,434,0,78,0,34,5.0,590,0,590,451,21,563,130,17,0,0,27,62,9.1,245154.07421875,2109.1314030416
48665,11228,11228,36047020400,134801,0,Census Tract 204,New York,Kings County,698,624,571,44,563,25,470,12,54,0,74,10.6,614,0,614,480,55,542,128,6,0,0,35,49,7.0,234234.65234375,2121.92155935413
48666,11238,11238,36047020500,159711,0,Census Tract 205,New York,Kings County,1396,1366,1366,91,1245,0,850,0,92,0,30,2.1,1293,9,1284,807,79,1171,445,65,17,0,42,61,4.4,277966.0703125,2187.6968201587197
48667,11228,11228,36047020600,170942,0,Census Tract 206,New York,Kings County,854,815,802,85,716,2,548,0,32,4,39,4.6,771,4,767,531,24,743,236,28,0,0,14,69,8.1,297048.88671875,2381.46837675555
48668,11238,11238,36047020700,137888,0,Census Tract 207,New York,Kings County,2125,2029,1922,164,1775,63,1449,0,105,0,96,4.5,1897,15,1882,1362,76,1797,488,0,0,0,59,169,8.0,239968.2734375,2431.01625746625
48669,11228,11228,36047020800,143316,0,Census Tract 208,New York,Kings County,1017,950,893,67,846,0,629,0,29,0,67,6.6,913,0,913,696,37,813,170,86,29,0,29,75,7.4,249050.5078125,2388.32786698633
48670,11219,11219,36047021000,150015,0,Census Tract 210,New York,Kings County,1336,1195,1048,64,1102,87,723,18,50,0,141,10.6,1140,18,1122,939,38,1038,183,25,0,0,21,175,13.1,260704.61328125,2294.058676803
48671,11205,11205,36047021100,173676,0,Census Tract 211,New York,Kings County,789,704,620,55,644,61,393,0,23,0,85,10.8,651,0,651,473,62,589,178,0,0,0,37,101,12.8,302449.62890625,2941.6926878223303
48672,11219,11219,36047021200,190833,0,Census Tract 212,New York,Kings County,1369,1216,1055,68,1080,84,647,14,54,0,153,11.2,1137,0,1137,846,38,1025,284,41,0,0,17,215,15.7,331658.82421875,2404.5962052803898
48673,11225,11225,36047021300,184156,0,Census Tract 213,New York,Kings County,1956,1658,1383,306,1239,109,892,88,119,0,298,15.2,1486,11,1475,967,116,1348,500,44,0,0,95,375,19.2,320423.2265625,2931.9775506535902
48674,11219,11219,36047021400,167965,0,Census Tract 214,New York,Kings County,520,458,349,84,358,67,198,5,11,0,62,11.9,392,5,387,221,44,333,166,26,0,0,10,118,22.7,291932.03125,2230.32853246161
48675,11238,11238,36047021500,152318,0,Census Tract 215,New York,Kings County,2453,2355,2131,77,2184,73,1659,11,108,44,98,4.0,2160,0,2160,1719,76,2084,397,42,0,0,118,175,7.1,265066.41015625,2620.65334889137
48676,11219,11219,36047021600,168178,0,Census Tract 216,New York,Kings County,859,650,550,100,518,27,343,7,59,0,209,24.3,524,0,524,395,116,408,129,11,0,0,9,326,38.0,292310.546875,2494.58960122736
48677,11238,11238,36047021700,119678,0,Census Tract 217,New York,Kings County,1692,1563,1402,134,1412,67,1017,0,109,0,129,7.6,1405,0,1405,825,55,1332,562,36,9,0,52,235,13.9,208262.20703125,1848.6024646724302
48678,11219,11219,36047021800,157820,0,Census Tract 218,New York,Kings County,852,469,432,199,270,21,179,0,24,0,383,45.0,299,0,299,204,31,268,95,0,0,0,24,529,62.1,274325.53515625,2380.71967076016
48679,11216,11216,36047021900,147047,0,Census Tract 219,New York,Kings County,1541,1351,1234,49,1224,57,805,29,41,0,190,12.3,1235,0,1235,872,65,1114,301,81,29,0,65,241,15.6,255884.6640625,2023.28864176124
48679,11238,11238,36047021900,147047,0,Census Tract 219,New York,Kings County,1541,1351,1234,49,1224,57,805,29,41,0,190,12.3,1235,0,1235,872,65,1114,301,81,29,0,65,241,15.6,255884.6640625,2023.28864176124
48680,11219,11219,36047022000,194279,0,Census Tract 220,New York,Kings County,1167,698,548,189,497,106,341,0,7,0,469,40.2,479,0,479,288,96,379,134,57,0,0,20,668,57.2,337715.29296875,2457.7991586459502
48681,11216,11216,36047022100,152083,0,Census Tract 221,New York,Kings County,1627,1385,1191,55,1247,90,981,42,254,0,242,14.9,1247,9,1238,932,133,1064,285,32,21,0,44,336,20.7,264678.8125,2241.34273989978
48681,11238,11238,36047022100,152083,0,Census Tract 221,New York,Kings County,1627,1385,1191,55,1247,90,981,42,254,0,242,14.9,1247,9,1238,932,133,1064,285,32,21,0,44,336,20.7,264678.8125,2241.34273989978
48682,11219,11219,36047022200,176184,0,Census Tract 222,New York,Kings County,1078,749,560,172,487,86,289,48,105,0,329,30.5,502,0,502,268,61,401,223,20,0,0,114,462,42.9,306279.5078125,2306.8834864076002
48683,11218,11218,36047022400,175564,0,Census Tract 224,New York,Kings County,1276,918,801,157,696,38,499,28,65,0,358,28.1,688,0,688,523,95,566,156,32,0,0,128,460,36.1,305221.01953125,2346.27167061143
48683,11219,11219,36047022400,175564,0,Census Tract 224,New York,Kings County,1276,918,801,157,696,38,499,28,65,0,358,28.1,688,0,688,523,95,566,156,32,0,0,128,460,36.1,305221.01953125,2346.27167061143
48684,11218,11218,36047022600,156180,0,Census Tract 226,New York,Kings County,543,487,357,54,409,49,265,15,28,0,56,10.3,409,0,409,342,46,343,55,32,0,0,19,115,21.2,271535.08203125,2392.38356953537
48685,11216,11216,36047022700,240700,0,Census Tract 227,New York,Kings County,1645,1482,1341,69,1351,100,962,14,97,0,163,9.9,1312,0,1312,904,95,1217,408,81,0,0,55,278,16.9,418972.7578125,2738.03314693947
48685,11238,11238,36047022700,240700,0,Census Tract 227,New York,Kings County,1645,1482,1341,69,1351,100,962,14,97,0,163,9.9,1312,0,1312,904,95,1217,408,81,0,0,55,278,16.9,418972.7578125,2738.03314693947
48686,11218,11218,36047022800,167373,0,Census Tract 228,New York,Kings County,845,570,498,92,457,25,338,7,17,0,275,32.5,400,0,400,256,60,330,144,19,0,0,18,427,50.5,290971.0546875,2428.5665063448
48687,11216,11216,36047022900,171832,0,Census Tract 229,New York,Kings County,1770,1552,1405,45,1473,91,1206,16,87,0,218,12.3,1373,16,1357,891,114,1243,459,32,0,0,19,378,21.4,299129.7265625,2188.23033712013
48687,11238,11238,36047022900,171832,0,Census Tract 229,New York,Kings County,1770,1552,1405,45,1473,91,1206,16,87,0,218,12.3,1373,16,1357,891,114,1243,459,32,0,0,19,378,21.4,299129.7265625,2188.23033712013
48688,11218,11218,36047023000,150951,0,Census Tract 230,New York,Kings County,935,622,549,202,377,35,215,0,37,0,313,33.5,370,0,370,274,102,268,80,0,0,0,50,515,55.1,262407.76171875,3344.5722577786896
48688,11219,11219,36047023000,150951,0,Census Tract 230,New York,Kings County,935,622,549,202,377,35,215,0,37,0,313,33.5,370,0,370,274,102,268,80,0,0,0,50,515,55.1,262407.76171875,3344.5722577786896
48689,11238,11238,36047023100,159414,0,Census Tract 231,New York,Kings County,1600,1381,1313,76,1258,56,997,0,75,0,219,13.7,1239,0,1239,770,10,1229,413,9,0,0,80,281,17.6,277517.73828125,2378.30140852049
48690,11218,11218,36047023200,226367,0,Census Tract 232,New York,Kings County,1201,853,682,190,642,143,368,13,97,0,348,29.0,555,35,520,357,140,330,139,10,0,0,98,548,45.6,393492.31640625,2926.9975853647197
48690,11219,11219,36047023200,226367,0,Census Tract 232,New York,Kings County,1201,853,682,190,642,143,368,13,97,0,348,29.0,555,35,520,357,140,330,139,10,0,0,98,548,45.6,393492.31640625,2926.9975853647197
48691,11205,11205,36047023300,171841,0,Census Tract 233,New York,Kings County,2106,1872,1586,141,1654,87,1228,0,144,0,234,11.1,1557,0,1557,1076,107,1450,471,24,0,0,57,492,23.4,299177.44921875,2187.29357452026
48691,11216,11216,36047023300,171841,0,Census Tract 233,New York,Kings County,2106,1872,1586,141,1654,87,1228,0,144,0,234,11.1,1557,0,1557,1076,107,1450,471,24,0,0,57,492,23.4,299177.44921875,2187.29357452026
48691,11238,11238,36047023300,171841,0,Census Tract 233,New York,Kings County,2106,1872,1586,141,1654,87,1228,0,144,0,234,11.1,1557,0,1557,1076,107,1450,471,24,0,0,57,492,23.4,299177.44921875,2187.29357452026
48692,11219,11219,36047023400,169784,0,Census Tract 234,New York,Kings County,1208,724,581,255,426,98,220,11,40,0,484,40.1,441,28,413,317,55,319,57,17,9,22,23,744,61.6,295116.265625,2507.698449163
48693,11205,11205,36047023500,141574,0,Census Tract 235,New York,Kings County,1419,1217,1068,83,1077,66,923,0,28,0,202,14.2,1029,0,1029,763,102,920,256,41,0,0,49,341,24.0,246510.78515625,1994.29176620638
48694,11219,11219,36047023600,169852,0,Census Tract 236,New York,Kings County,1532,873,753,344,472,38,361,0,78,0,659,43.0,440,0,440,242,35,395,167,44,10,0,129,963,62.9,295216.5,2508.44165689715
48695,11219,11219,36047023800,169884,0,Census Tract 238,New York,Kings County,1197,697,601,300,336,46,190,12,15,0,500,41.8,450,0,450,306,59,376,144,15,0,0,66,681,56.9,295258.28515625,2508.4306404069002
48696,11219,11219,36047024000,169751,0,Census Tract 240,New York,Kings County,1336,871,667,279,503,109,351,22,59,0,465,34.8,629,0,629,331,87,519,287,0,0,11,67,640,47.9,295013.34375,2506.86073388144
48697,11205,11205,36047024100,180215,0,Census Tract 241,New York,Kings County,1036,835,742,64,762,84,509,0,9,0,201,19.4,703,0,703,575,99,574,128,0,0,0,35,298,28.8,313789.765625,2349.00696901924
48698,11204,11204,36047024200,191453,0,Census Tract 242,New York,Kings County,751,630,567,128,481,26,348,5,47,0,121,16.1,487,5,482,300,62,392,182,29,0,0,49,215,28.6,332693.88671875,2798.0354266014897
48698,11219,11219,36047024200,191453,0,Census Tract 242,New York,Kings County,751,630,567,128,481,26,348,5,47,0,121,16.1,487,5,482,300,62,392,182,29,0,0,49,215,28.6,332693.88671875,2798.0354266014897
48699,11205,11205,36047024300,154349,0,Census Tract 243,New York,Kings County,1691,1359,1200,52,1286,74,930,0,64,0,332,19.6,1286,0,1286,994,160,1091,292,52,0,0,0,405,24.0,268712.34375,2129.10353682111
48699,11216,11216,36047024300,154349,0,Census Tract 243,New York,Kings County,1691,1359,1200,52,1286,74,930,0,64,0,332,19.6,1286,0,1286,994,160,1091,292,52,0,0,0,405,24.0,268712.34375,2129.10353682111
48700,11204,11204,36047024400,155278,0,Census Tract 244,New York,Kings County,928,777,691,143,594,52,501,34,12,0,151,16.3,623,0,623,365,75,534,244,14,14,0,39,266,28.7,269805.60546875,2522.44858781975
48701,11216,11216,36047024500,166849,0,Census Tract 245,New York,Kings County,1739,1617,1553,59,1551,56,1109,0,153,0,122,7.0,1446,0,1446,993,143,1276,423,103,20,0,88,205,11.8,290437.62890625,2246.05348935109
48702,11204,11204,36047024600,172880,0,Census Tract 246,New York,Kings County,923,748,702,85,640,36,415,0,64,0,175,19.0,677,4,673,441,54,611,224,18,8,0,31,215,23.3,300357.44921875,2725.09977642229
48703,11216,11216,36047024700,179739,0,Census Tract 247,New York,Kings County,1043,926,839,59,836,37,613,12,38,0,117,11.2,830,12,818,654,146,672,108,36,0,0,77,136,13.0,312842.546875,2987.5957267254603
48704,11204,11204,36047024800,176029,0,Census Tract 248,New York,Kings County,803,701,589,61,634,78,387,0,31,0,102,12.7,634,0,634,385,77,541,244,29,0,0,21,148,18.4,305854.25,2577.61189239198
48705,11216,11216,36047024900,168496,0,Census Tract 249,New York,Kings County,1827,1667,1549,159,1451,78,1098,10,130,0,160,8.8,1488,0,1488,1074,134,1304,360,103,0,0,40,299,16.4,293303.22265625,2325.35773238065
48706,11219,11219,36047025000,173505,0,Census Tract 250,New York,Kings County,532,460,367,66,387,76,216,0,24,0,72,13.5,458,12,446,319,102,336,112,15,8,0,0,74,13.9,301493.64453125,2387.0496590489397
48707,11216,11216,36047025100,138489,0,Census Tract 251,New York,Kings County,1477,1196,1041,45,1104,79,715,18,30,0,281,19.0,1164,0,1164,1001,163,992,158,27,0,0,38,275,18.6,241103.94921875,2044.02646750377
48708,11204,11204,36047025200,181275,0,Census Tract 252,New York,Kings County,1869,1629,1558,186,1409,38,1080,7,52,0,240,12.8,1553,0,1553,1194,89,1424,349,128,0,0,36,280,15.0,314956.12109375,2685.72772046621
48709,11206,11206,36047025300,161836,0,Census Tract 253,New York,Kings County,1276,1066,963,50,956,77,735,0,85,0,210,16.5,1060,25,1035,675,95,926,328,13,0,0,14,202,15.8,281791.94921875,2264.47236209382
48709,11216,11216,36047025300,161836,0,Census Tract 253,New York,Kings County,1276,1066,963,50,956,77,735,0,85,0,210,16.5,1060,25,1035,675,95,926,328,13,0,0,14,202,15.8,281791.94921875,2264.47236209382
48710,11204,11204,36047025400,175492,0,Census Tract 254,New York,Kings County,1173,964,940,156,808,0,569,0,65,0,209,17.8,870,0,870,666,74,752,195,19,9,0,53,250,21.3,304882.75,2531.5354409430497
48711,11206,11206,36047025500,138635,0,Census Tract 255,New York,Kings County,1904,1484,1031,164,1251,232,848,62,108,0,420,22.1,1365,40,1325,842,193,1085,443,74,0,9,19,520,27.3,241430.265625,2047.83413372371
48712,11204,11204,36047025600,173279,0,Census Tract 256,New York,Kings County,913,753,624,29,700,56,449,0,8,0,160,17.5,707,0,707,552,82,588,148,11,0,0,15,191,20.9,301022.140625,2529.82306483179
48713,11206,11206,36047025700,181113,0,Census Tract 257,New York,Kings County,650,544,495,18,516,30,319,0,12,0,106,16.3,520,0,520,347,103,392,158,32,15,0,9,121,18.6,315411.66015625,2591.00849191263
48714,11204,11204,36047025800,170222,0,Census Tract 258,New York,Kings County,1508,1291,1160,66,1144,32,833,14,57,10,217,14.4,1276,0,1276,1075,164,1081,158,33,0,0,36,196,13.0,295695.84375,2513.3622338235896
48715,11206,11206,36047025901,80237,0,Census Tract 259.01,New York,Kings County,695,583,465,27,553,68,400,0,86,0,112,16.1,518,0,518,409,81,437,109,0,0,0,16,161,23.2,139719.703125,1715.43380020026
48716,11206,11206,36047025902,59594,0,Census Tract 259.02,New York,Kings County,1173,916,624,51,749,163,542,58,19,0,257,21.9,724,0,724,442,120,604,274,8,0,0,0,449,38.3,103779.28515625,1291.8418341801
48717,11204,11204,36047026000,162864,0,Census Tract 260,New York,Kings County,1095,919,852,126,747,44,523,0,47,0,176,16.1,823,8,815,614,96,703,201,24,0,0,23,249,22.7,282945.09765625,2289.5391996285503
48718,11206,11206,36047026100,199418,0,Census Tract 261,New York,Kings County,2170,1940,1666,205,1632,184,1232,87,145,0,230,10.6,1770,0,1770,1404,376,1193,226,303,96,0,0,400,18.4,347227.953125,2364.93705399269
48718,11216,11216,36047026100,199418,0,Census Tract 261,New York,Kings County,2170,1940,1666,205,1632,184,1232,87,145,0,230,10.6,1770,0,1770,1404,376,1193,226,303,96,0,0,400,18.4,347227.953125,2364.93705399269
48718,11221,11221,36047026100,199418,0,Census Tract 261,New York,Kings County,2170,1940,1666,205,1632,184,1232,87,145,0,230,10.6,1770,0,1770,1404,376,1193,226,303,96,0,0,400,18.4,347227.953125,2364.93705399269
48719,11204,11204,36047026200,157859,0,Census Tract 262,New York,Kings County,812,705,652,45,650,11,515,5,30,5,107,13.2,623,6,617,481,54,528,136,39,0,0,28,161,19.8,274264.25,2164.17990293785
48719,11219,11219,36047026200,157859,0,Census Tract 262,New York,Kings County,812,705,652,45,650,11,515,5,30,5,107,13.2,623,6,617,481,54,528,136,39,0,0,28,161,19.8,274264.25,2164.17990293785
48719,11228,11228,36047026200,157859,0,Census Tract 262,New York,Kings County,812,705,652,45,650,11,515,5,30,5,107,13.2,623,6,617,481,54,528,136,39,0,0,28,161,19.8,274264.25,2164.17990293785
48720,11216,11216,36047026300,119604,0,Census Tract 263,New York,Kings County,842,723,519,30,637,100,436,28,54,0,119,14.1,655,0,655,445,114,541,210,14,0,0,21,166,19.7,208238.98046875,1929.17052200314
48720,11221,11221,36047026300,119604,0,Census Tract 263,New York,Kings County,842,723,519,30,637,100,436,28,54,0,119,14.1,655,0,655,445,114,541,210,14,0,0,21,166,19.7,208238.98046875,1929.17052200314
48721,11204,11204,36047026400,189454,0,Census Tract 264,New York,Kings County,1541,1424,1216,76,1314,67,961,17,65,0,117,7.6,1324,9,1315,1125,82,1233,190,46,0,0,66,151,9.8,329120.828125,2851.9038567787
48721,11214,11214,36047026400,189454,0,Census Tract 264,New York,Kings County,1541,1424,1216,76,1314,67,961,17,65,0,117,7.6,1324,9,1315,1125,82,1233,190,46,0,0,66,151,9.8,329120.828125,2851.9038567787
48722,11216,11216,36047026500,159608,0,Census Tract 265,New York,Kings County,1499,1308,1140,65,1158,84,855,46,43,0,191,12.7,1198,27,1171,844,195,948,296,28,0,11,35,266,17.7,277866.078125,2147.7029746091503
48722,11221,11221,36047026500,159608,0,Census Tract 265,New York,Kings County,1499,1308,1140,65,1158,84,855,46,43,0,191,12.7,1198,27,1171,844,195,948,296,28,0,11,35,266,17.7,277866.078125,2147.7029746091503
48723,11204,11204,36047026600,165897,0,Census Tract 266,New York,Kings County,1080,969,876,97,811,38,640,38,11,0,111,10.3,914,0,914,746,25,856,168,14,0,0,6,160,14.8,288176.95703125,3095.34926575127
48724,11216,11216,36047026700,159562,0,Census Tract 267,New York,Kings County,1830,1622,1382,41,1487,108,1059,20,131,0,208,11.4,1365,0,1365,910,161,1197,455,23,0,0,27,438,23.9,277760.71484375,2146.8373488504003
48724,11221,11221,36047026700,159562,0,Census Tract 267,New York,Kings County,1830,1622,1382,41,1487,108,1059,20,131,0,208,11.4,1365,0,1365,910,161,1197,455,23,0,0,27,438,23.9,277760.71484375,2146.8373488504003
48725,11204,11204,36047026800,178969,0,Census Tract 268,New York,Kings County,1348,1160,1091,98,997,29,747,11,29,0,188,13.9,1149,0,1149,925,59,1077,224,34,0,0,15,184,13.6,310863.9296875,2545.8502774527
48725,11214,11214,36047026800,178969,0,Census Tract 268,New York,Kings County,1348,1160,1091,98,997,29,747,11,29,0,188,13.9,1149,0,1149,925,59,1077,224,34,0,0,15,184,13.6,310863.9296875,2545.8502774527
48726,11216,11216,36047026900,133946,0,Census Tract 269,New York,Kings County,1254,1104,919,26,1036,71,774,10,53,0,150,12.0,1020,0,1020,681,110,807,288,111,30,0,31,203,16.2,233151.09765625,2029.85013876573
48727,11214,11214,36047027000,134003,0,Census Tract 270,New York,Kings County,852,678,616,51,620,57,369,0,45,0,174,20.4,649,7,642,465,59,571,167,7,0,0,31,172,20.2,232729.97265625,2112.50107326728
48728,11213,11213,36047027100,245356,0,Census Tract 271,New York,Kings County,1103,1001,857,52,902,55,738,19,239,0,102,9.2,889,0,889,643,88,779,202,60,0,12,42,172,15.6,427044.94140625,3784.6871769089003
48728,11216,11216,36047027100,245356,0,Census Tract 271,New York,Kings County,1103,1001,857,52,902,55,738,19,239,0,102,9.2,889,0,889,643,88,779,202,60,0,12,42,172,15.6,427044.94140625,3784.6871769089003
48729,11214,11214,36047027200,132147,0,Census Tract 272,New York,Kings County,1145,985,895,128,833,66,565,6,11,0,160,14.0,935,0,935,647,128,745,214,90,62,0,18,192,16.8,229521.18359375,2931.86138837047
48730,11216,11216,36047027300,149700,0,Census Tract 273,New York,Kings County,1290,1103,901,68,1035,109,718,0,105,0,187,14.5,907,0,907,599,97,810,308,69,0,0,96,287,22.2,260571.09375,2119.4010723680803
48730,11233,11233,36047027300,149700,0,Census Tract 273,New York,Kings County,1290,1103,901,68,1035,109,718,0,105,0,187,14.5,907,0,907,599,97,810,308,69,0,0,96,287,22.2,260571.09375,2119.4010723680803
48731,11204,11204,36047027400,163366,0,Census Tract 274,New York,Kings County,1016,880,818,79,784,37,625,0,29,0,136,13.4,833,4,829,661,17,782,168,66,0,0,27,156,15.4,283764.8203125,2480.95869884738
48731,11214,11214,36047027400,163366,0,Census Tract 274,New York,Kings County,1016,880,818,79,784,37,625,0,29,0,136,13.4,833,4,829,661,17,782,168,66,0,0,27,156,15.4,283764.8203125,2480.95869884738
48732,11216,11216,36047027500,162078,0,Census Tract 275,New York,Kings County,1671,1569,1473,92,1467,66,1126,0,83,0,102,6.1,1433,17,1416,1056,165,1205,340,64,0,0,20,218,13.0,282141.078125,2167.20590688739
48732,11221,11221,36047027500,162078,0,Census Tract 275,New York,Kings County,1671,1569,1473,92,1467,66,1126,0,83,0,102,6.1,1433,17,1416,1056,165,1205,340,64,0,0,20,218,13.0,282141.078125,2167.20590688739
