Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population 25 Years and Over in Households,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households,All Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have No Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households,All Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households,All Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer without an Internet Subsription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over who are Not High School Graduates in Households that Have No Computer,Percent of Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Percent of Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Shape Area,Shape Length
48788,11213,11213,36047033900,180739,0,Census Tract 339,New York,Kings County,3322,719,330,0,272,58,389,1484,1234,0,1120,114,250,1119,1097,0,1007,90,22,661,19.9,54.1,16.8,2.0,314504.9453125,2979.4905151226003
48789,11224,11224,36047034000,129694,0,Census Tract 340,New York,Kings County,1056,290,184,7,143,34,106,517,429,35,370,24,88,249,150,5,118,27,99,293,27.7,36.6,17.0,39.8,225021.328125,2871.3242735955105
48790,11213,11213,36047034100,139771,0,Census Tract 341,New York,Kings County,1938,287,236,0,196,40,51,1009,869,0,783,86,140,642,594,0,570,24,48,239,12.3,17.8,13.9,7.5,243234.3125,2021.8389965565198
48791,11224,11224,36047034200,229959,0,Census Tract 342,New York,Kings County,4242,1109,470,13,425,32,639,2089,1464,0,1433,31,625,1044,572,13,477,82,472,1736,40.9,57.6,29.9,45.2,399000.3359375,2960.23529785581
48792,11213,11213,36047034300,162149,0,Census Tract 343,New York,Kings County,3439,992,687,0,633,54,305,1656,1448,0,1294,154,208,791,773,0,773,0,18,531,15.4,30.7,12.6,2.3,282176.38671875,2287.24975594424
48793,11213,11213,36047034500,163599,0,Census Tract 345,New York,Kings County,2265,255,239,0,130,109,16,1397,1389,0,1236,153,8,613,605,0,605,0,8,32,1.4,6.3,0.6,1.3,284697.19921875,2285.221442271
48794,11213,11213,36047034700,139778,0,Census Tract 347,New York,Kings County,2544,431,292,0,270,22,139,1313,1137,0,929,208,176,800,800,0,671,129,0,315,12.4,32.3,13.4,0.0,243238.45703125,2022.7756938390198
48795,11214,11214,36047034800,592737,87258,Census Tract 348,New York,Kings County,1746,613,584,0,582,2,29,663,658,0,619,39,5,470,453,0,437,16,17,51,2.9,4.7,0.8,3.6,1073423.51953125,7773.357516819391
48795,11224,11224,36047034800,592737,87258,Census Tract 348,New York,Kings County,1746,613,584,0,582,2,29,663,658,0,619,39,5,470,453,0,437,16,17,51,2.9,4.7,0.8,3.6,1073423.51953125,7773.357516819391
48796,11213,11213,36047034900,163213,0,Census Tract 349,New York,Kings County,3844,745,588,0,492,96,157,2377,2077,0,1758,319,300,722,707,0,652,55,15,472,12.3,21.1,12.6,2.1,283982.203125,2454.04891106293
48797,11224,11224,36047035000,198572,0,Census Tract 350,New York,Kings County,2582,224,155,0,139,16,69,1294,1000,0,897,103,294,1064,934,0,879,55,130,493,19.1,30.8,22.7,12.2,344576.5703125,2370.6194638369398
48798,11213,11213,36047035100,163006,0,Census Tract 351,New York,Kings County,3047,540,463,0,427,36,77,1964,1686,0,1471,215,278,543,543,0,482,61,0,355,11.7,14.3,14.2,0.0,283625.98828125,2455.26249092033
48799,11224,11224,36047035200,990696,1400857,Census Tract 352,New York,Kings County,623,237,13,0,13,0,224,204,112,0,112,0,92,182,67,0,67,0,115,431,69.2,94.5,45.1,63.2,1618346.6640625,12040.7546899172
48800,11213,11213,36047035300,163102,0,Census Tract 353,New York,Kings County,3328,748,563,0,461,102,185,1606,1452,0,1245,207,154,974,938,0,857,81,36,375,11.3,24.7,9.6,3.7,283794.59765625,2454.44810571732
48801,11224,11224,36047035400,378037,0,Census Tract 354,New York,Kings County,4598,266,197,0,168,29,69,1761,1340,0,1266,74,421,2571,2282,0,2201,81,289,779,16.9,25.9,23.9,11.2,656047.1640625,4567.44569694112
48801,11235,11235,36047035400,378037,0,Census Tract 354,New York,Kings County,4598,266,197,0,168,29,69,1761,1340,0,1266,74,421,2571,2282,0,2201,81,289,779,16.9,25.9,23.9,11.2,656047.1640625,4567.44569694112
48802,11213,11213,36047035500,138408,0,Census Tract 355,New York,Kings County,3387,504,364,0,259,105,140,2069,1845,0,1538,307,224,814,814,0,713,101,0,364,10.7,27.8,10.8,0.0,240795.98046875,2360.18270452403
48803,11224,11224,36047035601,67906,0,Census Tract 356.01,New York,Kings County,2589,108,52,0,52,0,56,1025,792,0,771,21,233,1456,1343,50,1266,27,113,402,15.5,51.9,22.7,7.8,117848.0390625,1416.2425208320801
48804,11224,11224,36047035602,170787,0,Census Tract 356.02,New York,Kings County,4411,203,121,0,121,0,82,1944,1398,0,1266,132,546,2264,1921,15,1779,127,343,971,22.0,40.4,28.1,15.2,296363.01953125,2293.4205899951003
48804,11235,11235,36047035602,170787,0,Census Tract 356.02,New York,Kings County,4411,203,121,0,121,0,82,1944,1398,0,1266,132,546,2264,1921,15,1779,127,343,971,22.0,40.4,28.1,15.2,296363.01953125,2293.4205899951003
48805,11213,11213,36047035700,180064,0,Census Tract 357,New York,Kings County,1427,290,186,0,152,34,104,871,759,7,588,164,112,266,260,0,220,40,6,222,15.6,35.9,12.9,2.3,313300.890625,2574.82052080082
48806,11233,11233,36047035900,183572,0,Census Tract 359,New York,Kings County,3084,792,632,0,499,133,160,1873,1588,0,1170,418,285,419,419,0,419,0,0,445,14.4,20.2,15.2,0.0,319428.58203125,2640.02335034826
48807,11235,11235,36047036001,94811,0,Census Tract 360.01,New York,Kings County,2637,274,80,0,80,0,194,1246,829,0,706,123,417,1117,835,0,784,51,282,893,33.9,70.8,33.5,25.2,164517.2890625,1767.91255635883
48808,11235,11235,36047036002,86032,0,Census Tract 360.02,New York,Kings County,3557,398,246,0,178,68,152,1515,971,0,913,58,544,1644,1227,14,1081,132,417,1113,31.3,38.2,35.9,25.4,149283.97265625,1554.40650937422
48809,11212,11212,36047036100,141044,0,Census Tract 361,New York,Kings County,1744,423,309,0,224,85,114,1093,916,0,747,169,177,228,228,0,215,13,0,291,16.7,27.0,16.2,0.0,245420.59765625,2452.62983672729
48809,11233,11233,36047036100,141044,0,Census Tract 361,New York,Kings County,1744,423,309,0,224,85,114,1093,916,0,747,169,177,228,228,0,215,13,0,291,16.7,27.0,16.2,0.0,245420.59765625,2452.62983672729
48810,11235,11235,36047036200,171110,0,Census Tract 362,New York,Kings County,2286,557,346,0,346,0,211,780,704,14,661,29,76,949,930,12,884,34,19,306,13.4,37.9,9.7,2.0,296926.71484375,2588.32854912932
48811,11212,11212,36047036300,259732,0,Census Tract 363,New York,Kings County,3084,687,631,0,542,89,56,1904,1659,10,1154,495,245,493,438,0,420,18,55,356,11.5,8.2,12.9,11.2,451970.62890625,3401.9986297917103
48811,11233,11233,36047036300,259732,0,Census Tract 363,New York,Kings County,3084,687,631,0,542,89,56,1904,1659,10,1154,495,245,493,438,0,420,18,55,356,11.5,8.2,12.9,11.2,451970.62890625,3401.9986297917103
48812,11235,11235,36047036400,143250,0,Census Tract 364,New York,Kings County,1738,242,198,0,181,17,44,629,576,0,545,31,53,867,761,0,708,53,106,203,11.7,18.2,8.4,12.2,248597.7421875,2421.61711206026
48813,11233,11233,36047036501,126351,0,Census Tract 365.01,New York,Kings County,1904,491,420,0,328,92,71,1011,846,0,704,142,165,402,383,0,339,44,19,255,13.4,14.5,16.3,4.7,219890.95703125,2193.34144618749
48814,11233,11233,36047036502,122049,0,Census Tract 365.02,New York,Kings County,638,112,89,0,81,8,23,405,315,0,280,35,90,121,109,0,99,10,12,125,19.6,20.5,22.2,9.9,212399.25,2496.1692563278602
48815,11235,11235,36047036600,234143,0,Census Tract 366,New York,Kings County,2905,558,491,0,420,71,67,1202,1050,0,957,93,152,1145,1016,0,973,43,129,348,12.0,12.0,12.6,11.3,406367.69140625,2676.2277419952898
48816,11207,11207,36047036700,182968,0,Census Tract 367,New York,Kings County,994,294,194,0,96,98,100,480,421,0,387,34,59,220,220,0,200,20,0,159,16.0,34.0,12.3,0.0,318442.8515625,2377.48865203758
48816,11233,11233,36047036700,182968,0,Census Tract 367,New York,Kings County,994,294,194,0,96,98,100,480,421,0,387,34,59,220,220,0,200,20,0,159,16.0,34.0,12.3,0.0,318442.8515625,2377.48865203758
48817,11207,11207,36047036900,226736,0,Census Tract 369,New York,Kings County,3428,939,822,0,585,237,117,1838,1719,0,1369,350,119,651,626,0,512,114,25,261,7.6,12.5,6.5,3.8,394641.6171875,2897.95522536579
48817,11233,11233,36047036900,226736,0,Census Tract 369,New York,Kings County,3428,939,822,0,585,237,117,1838,1719,0,1369,350,119,651,626,0,512,114,25,261,7.6,12.5,6.5,3.8,394641.6171875,2897.95522536579
48818,11235,11235,36047037000,336242,0,Census Tract 370,New York,Kings County,3135,543,425,0,411,14,118,1274,1106,0,1098,8,168,1318,1186,0,1178,8,132,418,13.3,21.7,13.2,10.0,583648.7109375,3146.55056298746
48819,11233,11233,36047037100,189347,0,Census Tract 371,New York,Kings County,2768,387,304,19,195,90,83,1748,1696,0,1469,227,52,633,599,0,599,0,34,169,6.1,21.4,3.0,5.4,329572.421875,2315.79945021594
48820,11233,11233,36047037300,170809,0,Census Tract 373,New York,Kings County,2605,396,320,0,147,173,76,1543,1468,0,1183,285,75,666,666,0,640,26,0,151,5.8,19.2,4.9,0.0,297339.33203125,2472.59922664281
48821,11223,11223,36047037401,225521,0,Census Tract 374.01,New York,Kings County,3119,291,231,0,208,23,60,1264,1145,0,1095,50,119,1564,1375,19,1356,0,189,368,11.8,20.6,9.4,12.1,391460.9921875,2806.32333424857
48821,11235,11235,36047037401,225521,0,Census Tract 374.01,New York,Kings County,3119,291,231,0,208,23,60,1264,1145,0,1095,50,119,1564,1375,19,1356,0,189,368,11.8,20.6,9.4,12.1,391460.9921875,2806.32333424857
48822,11223,11223,36047037402,301498,0,Census Tract 374.02,New York,Kings County,3509,384,327,0,258,69,57,1638,1386,0,1304,82,252,1487,1362,0,1349,13,125,434,12.4,14.8,15.4,8.4,523328.93359375,3079.5947066107105
48823,11221,11221,36047037500,158802,0,Census Tract 375,New York,Kings County,2044,379,363,0,355,8,16,1071,1039,0,863,176,32,594,576,0,481,95,18,66,3.2,4.2,3.0,3.0,276467.95703125,2415.93083456897
48823,11233,11233,36047037500,158802,0,Census Tract 375,New York,Kings County,2044,379,363,0,355,8,16,1071,1039,0,863,176,32,594,576,0,481,95,18,66,3.2,4.2,3.0,3.0,276467.95703125,2415.93083456897
48824,11233,11233,36047037700,190208,0,Census Tract 377,New York,Kings County,3243,390,313,0,222,91,77,1824,1658,0,1285,373,166,1029,1020,0,953,67,9,252,7.8,19.7,9.1,0.9,331110.99609375,2308.44657408908
48825,11233,11233,36047037900,183760,0,Census Tract 379,New York,Kings County,2446,376,345,0,288,57,31,1290,1237,0,993,244,53,780,773,0,720,53,7,91,3.7,8.2,4.1,0.9,319852.2265625,2273.29256938566
48826,11233,11233,36047038100,239523,0,Census Tract 381,New York,Kings County,3396,639,523,0,325,198,116,1790,1651,0,1212,439,139,967,924,9,892,23,43,298,8.8,18.2,7.8,4.4,416919.3359375,2738.65059033635
48827,11223,11223,36047038200,233431,0,Census Tract 382,New York,Kings County,4058,1452,1220,0,1167,53,232,1854,1470,0,1261,209,384,752,715,0,512,203,37,653,16.1,16.0,20.7,4.9,405231.89453125,2458.91373610518
48828,11221,11221,36047038300,174539,0,Census Tract 383,New York,Kings County,3156,448,442,0,236,206,6,1484,1395,0,1208,187,89,1224,1215,0,1160,55,9,104,3.3,1.3,6.0,0.7,303835.94921875,2265.2013625375503
48828,11233,11233,36047038300,174539,0,Census Tract 383,New York,Kings County,3156,448,442,0,236,206,6,1484,1395,0,1208,187,89,1224,1215,0,1160,55,9,104,3.3,1.3,6.0,0.7,303835.94921875,2265.2013625375503
48829,11221,11221,36047038500,174443,0,Census Tract 385,New York,Kings County,2787,378,327,0,239,88,51,1221,1117,0,1000,117,104,1188,1132,0,1095,37,56,211,7.6,13.5,8.5,4.7,303696.83984375,2265.70747227242
48830,11223,11223,36047038600,251188,0,Census Tract 386,New York,Kings County,2383,536,483,22,391,70,53,1157,1101,0,1070,31,56,690,682,0,678,4,8,117,4.9,9.9,4.8,1.2,436067.75390625,2925.50159148867
48831,11221,11221,36047038700,188275,0,Census Tract 387,New York,Kings County,2610,389,300,0,135,165,89,1252,1063,0,992,71,189,969,941,0,895,46,28,306,11.7,22.9,15.1,2.9,327809.84375,2292.6228325612196
48832,11223,11223,36047038800,197933,0,Census Tract 388,New York,Kings County,2650,355,308,2,287,19,47,1118,1012,0,968,44,106,1177,1108,0,1074,34,69,222,8.4,13.2,9.5,5.9,343623.4375,2389.13976492202
48833,11206,11206,36047038900,162930,0,Census Tract 389,New York,Kings County,2122,419,334,0,306,28,85,1039,949,0,832,117,90,664,650,0,607,43,14,189,8.9,20.3,8.7,2.1,283752.8984375,2727.975783075
48833,11221,11221,36047038900,162930,0,Census Tract 389,New York,Kings County,2122,419,334,0,306,28,85,1039,949,0,832,117,90,664,650,0,607,43,14,189,8.9,20.3,8.7,2.1,283752.8984375,2727.975783075
48834,11223,11223,36047039000,173841,0,Census Tract 390,New York,Kings County,1337,181,157,0,107,50,24,724,617,0,595,22,107,432,420,9,395,16,12,143,10.7,13.3,14.8,2.8,301797.7265625,2678.35753673923
48835,11206,11206,36047039100,166173,0,Census Tract 391,New York,Kings County,1825,486,337,0,297,40,149,690,639,0,495,144,51,649,649,0,649,0,0,200,11.0,30.7,7.4,0.0,289407.15234375,2511.88250851739
48835,11221,11221,36047039100,166173,0,Census Tract 391,New York,Kings County,1825,486,337,0,297,40,149,690,639,0,495,144,51,649,649,0,649,0,0,200,11.0,30.7,7.4,0.0,289407.15234375,2511.88250851739
48836,11223,11223,36047039200,174602,0,Census Tract 392,New York,Kings County,1970,404,376,0,376,0,28,866,836,0,818,18,30,700,648,0,628,20,52,110,5.6,6.9,3.5,7.4,303146.0,2247.5743981108103
48837,11221,11221,36047039300,189603,0,Census Tract 393,New York,Kings County,2662,730,569,0,317,252,161,920,871,39,723,109,49,1012,993,0,971,22,19,229,8.6,22.1,5.3,1.9,330167.859375,2695.8709693025103
48838,11223,11223,36047039400,192099,0,Census Tract 394,New York,Kings County,1316,292,181,0,181,0,111,687,593,0,573,20,94,337,293,0,289,4,44,249,18.9,38.0,13.7,13.1,333551.9609375,2806.7779946327
48839,11221,11221,36047039500,159720,0,Census Tract 395,New York,Kings County,2593,589,449,0,378,71,140,1195,1049,0,883,166,146,809,779,0,726,53,30,316,12.2,23.8,12.2,3.7,278110.57421875,2342.71411992349
48840,11223,11223,36047039600,163301,0,Census Tract 396,New York,Kings County,1267,119,87,0,71,16,32,797,760,0,722,38,37,351,348,0,333,15,3,72,5.7,26.9,4.6,0.9,283541.38671875,2237.81844262224
48841,11221,11221,36047039700,159158,0,Census Tract 397,New York,Kings County,2407,438,209,42,83,84,229,1291,1046,15,925,106,245,678,666,28,552,86,12,486,20.2,52.3,19.0,1.8,277102.0625,2637.80000727667
48842,11223,11223,36047039800,202902,0,Census Tract 398,New York,Kings County,1878,462,381,0,361,20,81,770,695,0,665,30,75,646,603,0,577,26,43,199,10.6,17.5,9.7,6.7,352275.02734375,2834.61425240326
48843,11221,11221,36047039900,151236,0,Census Tract 399,New York,Kings County,2494,644,429,0,229,200,215,1262,1242,0,1058,184,20,588,570,0,508,62,18,253,10.1,33.4,1.6,3.1,263316.11328125,2569.0867498458897
48844,11223,11223,36047040000,192000,0,Census Tract 400,New York,Kings County,2336,742,543,10,523,10,199,1072,964,20,920,24,108,522,513,0,513,0,9,316,13.5,26.8,10.1,1.7,333372.765625,2663.7289926747303
48845,11207,11207,36047040100,159606,0,Census Tract 401,New York,Kings County,2057,380,301,0,252,49,79,1020,866,0,755,111,154,657,657,0,597,60,0,233,11.3,20.8,15.1,0.0,277859.59765625,2109.79103441097
48846,11223,11223,36047040200,197509,0,Census Tract 402,New York,Kings County,2116,590,475,0,434,41,115,1052,932,6,899,27,120,474,459,6,433,20,15,250,11.8,19.5,11.4,3.2,342918.9765625,2353.1843619417
48847,11207,11207,36047040300,210275,0,Census Tract 403,New York,Kings County,2684,528,355,0,205,150,173,1467,1338,0,1198,140,129,689,689,0,644,45,0,302,11.3,32.8,8.8,0.0,366045.52734375,2744.15800159371
48848,11214,11214,36047040400,153660,0,Census Tract 404,New York,Kings County,1831,544,435,0,397,38,109,847,774,0,726,48,73,440,428,0,409,19,12,194,10.6,20.0,8.6,2.7,266836.359375,3197.3760339642304
48848,11223,11223,36047040400,153660,0,Census Tract 404,New York,Kings County,1831,544,435,0,397,38,109,847,774,0,726,48,73,440,428,0,409,19,12,194,10.6,20.0,8.6,2.7,266836.359375,3197.3760339642304
48849,11207,11207,36047040500,138996,0,Census Tract 405,New York,Kings County,1144,182,163,45,81,37,19,602,516,0,429,87,86,360,355,0,341,14,5,110,9.6,10.4,14.3,1.4,241947.24609375,2025.50260721672
48850,11223,11223,36047040600,147049,0,Census Tract 406,New York,Kings County,2628,942,862,0,854,8,80,988,938,0,874,64,50,698,689,0,683,6,9,139,5.3,8.5,5.1,1.3,255343.93359375,2230.83519056743
48851,11207,11207,36047040700,504834,0,Census Tract 407,New York,Kings County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,878804.05859375,4302.041885862121
48852,11223,11223,36047040800,152930,0,Census Tract 408,New York,Kings County,2469,663,642,0,591,51,21,1060,1000,9,873,118,60,746,722,0,644,78,24,105,4.3,3.2,5.7,3.2,265562.30078125,2263.52142441785
48853,11207,11207,36047040900,172310,0,Census Tract 409,New York,Kings County,2347,567,490,0,378,112,77,1223,1148,15,1003,130,75,557,557,0,538,19,0,152,6.5,13.6,6.1,0.0,300013.36328125,2162.4413538481303
48853,11237,11237,36047040900,172310,0,Census Tract 409,New York,Kings County,2347,567,490,0,378,112,77,1223,1148,15,1003,130,75,557,557,0,538,19,0,152,6.5,13.6,6.1,0.0,300013.36328125,2162.4413538481303
48854,11223,11223,36047041000,142871,0,Census Tract 410,New York,Kings County,1306,278,206,0,206,0,72,677,607,0,564,43,70,351,342,0,315,27,9,151,11.6,25.9,10.3,2.6,248092.54296875,2407.16787075196
48855,11207,11207,36047041100,134881,0,Census Tract 411,New York,Kings County,2150,587,369,28,269,72,218,1194,1066,14,876,176,128,369,340,25,297,18,29,375,17.4,37.1,10.7,7.9,234824.0859375,2000.3307152655398
48856,11223,11223,36047041200,165322,0,Census Tract 412,New York,Kings County,2298,413,347,0,347,0,66,1124,1009,0,993,16,115,761,754,0,754,0,7,188,8.2,16.0,10.2,0.9,287105.4140625,2197.14893127371
48857,11207,11207,36047041300,162166,0,Census Tract 413,New York,Kings County,2300,478,332,0,296,36,146,1391,1246,0,1151,95,145,431,431,0,423,8,0,291,12.7,30.5,10.4,0.0,282343.18359375,2125.59466753152
48857,11221,11221,36047041300,162166,0,Census Tract 413,New York,Kings County,2300,478,332,0,296,36,146,1391,1246,0,1151,95,145,431,431,0,423,8,0,291,12.7,30.5,10.4,0.0,282343.18359375,2125.59466753152
48858,11223,11223,36047041401,135123,0,Census Tract 414.01,New York,Kings County,919,142,121,0,116,5,21,542,504,0,504,0,38,235,235,0,230,5,0,59,6.4,14.8,7.0,0.0,234643.07421875,2086.29872068765
48859,11223,11223,36047041402,154394,0,Census Tract 414.02,New York,Kings County,1243,152,113,0,98,15,39,563,518,0,486,32,45,528,493,0,493,0,35,119,9.6,25.7,8.0,6.6,268115.07421875,2284.92032737823
48860,11221,11221,36047041500,162692,0,Census Tract 415,New York,Kings County,2316,502,316,0,301,15,186,1382,1330,0,1195,135,52,432,432,0,370,62,0,238,10.3,37.1,3.8,0.0,283277.765625,2142.43531767365
48861,11223,11223,36047041600,162563,0,Census Tract 416,New York,Kings County,1396,314,173,0,152,21,141,789,707,0,653,54,82,293,231,0,226,5,62,285,20.4,44.9,10.4,21.2,282296.9765625,2478.64015234935
48862,11221,11221,36047041700,141142,0,Census Tract 417,New York,Kings County,2050,771,408,0,338,70,363,1093,924,71,685,168,169,186,173,0,173,0,13,545,26.6,47.1,15.5,7.0,245768.9921875,2021.06715599835
48863,11223,11223,36047041800,164317,0,Census Tract 418,New York,Kings County,1439,320,224,0,218,6,96,813,673,0,631,42,140,306,294,0,266,28,12,248,17.2,30.0,17.2,3.9,285372.84375,2641.5911722483397
48864,11221,11221,36047041900,153013,0,Census Tract 419,New York,Kings County,2178,647,521,11,300,210,126,1140,1012,10,867,135,128,391,391,0,351,40,0,254,11.7,19.5,11.2,0.0,266451.109375,2101.09826386323
48865,11223,11223,36047042000,168649,0,Census Tract 420,New York,Kings County,997,123,91,0,91,0,32,420,332,0,288,44,88,454,426,0,395,31,28,148,14.8,26.0,21.0,6.2,292928.31640625,2793.70379452965
48865,11230,11230,36047042000,168649,0,Census Tract 420,New York,Kings County,997,123,91,0,91,0,32,420,332,0,288,44,88,454,426,0,395,31,28,148,14.8,26.0,21.0,6.2,292928.31640625,2793.70379452965
48866,11221,11221,36047042100,153377,0,Census Tract 421,New York,Kings County,2789,1051,901,0,855,46,150,1054,920,0,745,175,134,684,666,0,638,28,18,302,10.8,14.3,12.7,2.6,267097.32421875,2113.07970268664
48867,11223,11223,36047042200,227280,0,Census Tract 422,New York,Kings County,2299,347,323,0,323,0,24,1087,1021,0,948,73,66,865,808,0,792,16,57,147,6.4,6.9,6.1,6.6,394736.29296875,2478.63552914667
48868,11206,11206,36047042300,182229,0,Census Tract 423,New York,Kings County,2455,783,683,0,479,204,100,836,763,0,720,43,73,836,836,0,782,54,0,173,7.0,12.8,8.7,0.0,317356.9140625,2241.6582984706
48868,11221,11221,36047042300,182229,0,Census Tract 423,New York,Kings County,2455,783,683,0,479,204,100,836,763,0,720,43,73,836,836,0,782,54,0,173,7.0,12.8,8.7,0.0,317356.9140625,2241.6582984706
48869,11223,11223,36047042400,161032,0,Census Tract 424,New York,Kings County,2417,497,451,0,340,111,46,1278,1075,0,1010,65,203,642,587,0,577,10,55,304,12.6,9.3,15.9,8.6,279674.8359375,2645.1824557046602
48870,11206,11206,36047042500,167840,0,Census Tract 425,New York,Kings County,2043,180,91,0,91,0,89,846,790,0,709,81,56,1017,1017,0,911,106,0,145,7.1,49.4,6.6,0.0,292321.50390625,2112.74814508197
48871,11223,11223,36047042600,170007,0,Census Tract 426,New York,Kings County,3180,839,795,0,748,47,44,1228,1132,0,1068,64,96,1113,1087,0,1049,38,26,166,5.2,5.2,7.8,2.3,295254.14453125,2229.84736126807
48872,11237,11237,36047042700,148265,0,Census Tract 427,New York,Kings County,3248,969,870,0,690,180,99,1092,1061,0,913,148,31,1187,1187,0,1140,47,0,130,4.0,10.2,2.8,0.0,258247.3515625,2103.9948799231897
48873,11214,11214,36047042800,164705,0,Census Tract 428,New York,Kings County,2986,522,413,24,374,15,109,1104,1041,17,973,51,63,1360,1187,35,1079,73,173,345,11.6,20.9,5.7,12.7,286045.67578125,2678.5322993448103
48873,11223,11223,36047042800,164705,0,Census Tract 428,New York,Kings County,2986,522,413,24,374,15,109,1104,1041,17,973,51,63,1360,1187,35,1079,73,173,345,11.6,20.9,5.7,12.7,286045.67578125,2678.5322993448103
48874,11237,11237,36047042900,168134,0,Census Tract 429,New York,Kings County,3443,1035,725,22,654,49,310,1291,1163,95,1033,35,128,1117,1106,81,1004,21,11,449,13.0,30.0,9.9,1.0,292840.171875,2166.48138481887
48875,11204,11204,36047043000,160029,0,Census Tract 430,New York,Kings County,2417,673,545,0,494,51,128,1051,960,0,775,185,91,693,666,0,613,53,27,246,10.2,19.0,8.7,3.9,277953.75390625,2525.4436472929897
48876,11237,11237,36047043100,168208,0,Census Tract 431,New York,Kings County,2905,837,653,36,617,0,184,1010,915,35,605,275,95,1058,1058,45,970,43,0,279,9.6,22.0,9.4,0.0,292949.29296875,2166.871295576
